使用命令行指定的mode: full
=== Training Mode: full ===
Parameters: M=3, N=8, F=10, K=3, C_cache=8, C_rec=5, lr=0.001
Episode 1/1500: avg_reward=-40998455.998, avg_energy=40998455.998, avg_D=0.057, hit_rate=0.258, energy_eff=0.918, epsilon=0.99
Episode 140/1500: avg_reward=-34338741.539, avg_energy=34338741.539, avg_D=0.051, hit_rate=0.352, energy_eff=1.050, epsilon=0.24
Episode 150/1500: avg_reward=-26366414.646, avg_energy=26366414.646, avg_D=0.059, hit_rate=0.383, energy_eff=1.385, epsilon=0.22
Episode 160/1500: avg_reward=-36107306.621, avg_energy=36107306.621, avg_D=0.056, hit_rate=0.373, energy_eff=1.055, epsilon=0.20
Episode 170/1500: avg_reward=-34565009.999, avg_energy=34565009.999, avg_D=0.056, hit_rate=0.323, energy_eff=1.089, epsilon=0.18
Episode 180/1500: avg_reward=-32377387.107, avg_energy=32377387.107, avg_D=0.061, hit_rate=0.337, energy_eff=1.089, epsilon=0.16
Episode 190/1500: avg_reward=-25690349.683, avg_energy=25690349.683, avg_D=0.059, hit_rate=0.371, energy_eff=1.497, epsilon=0.15
Episode 200/1500: avg_reward=-22386694.301, avg_energy=22386694.301, avg_D=0.060, hit_rate=0.404, energy_eff=1.542, epsilon=0.13
Episode 210/1500: avg_reward=-26727388.911, avg_energy=26727388.911, avg_D=0.060, hit_rate=0.372, energy_eff=1.416, epsilon=0.12
Episode 220/1500: avg_reward=-21710249.167, avg_energy=21710249.167, avg_D=0.056, hit_rate=0.393, energy_eff=1.619, epsilon=0.11
Episode 230/1500: avg_reward=-22585771.916, avg_energy=22585771.916, avg_D=0.057, hit_rate=0.393, energy_eff=1.601, epsilon=0.10
Episode 240/1500: avg_reward=-21983763.260, avg_energy=21983763.260, avg_D=0.061, hit_rate=0.402, energy_eff=1.648, epsilon=0.10
Episode 250/1500: avg_reward=-23356139.811, avg_energy=23356139.811, avg_D=0.057, hit_rate=0.429, energy_eff=1.612, epsilon=0.10
Episode 260/1500: avg_reward=-22448972.074, avg_energy=22448972.074, avg_D=0.056, hit_rate=0.401, energy_eff=1.627, epsilon=0.10
Episode 270/1500: avg_reward=-23740452.521, avg_energy=23740452.521, avg_D=0.057, hit_rate=0.389, energy_eff=1.598, epsilon=0.10
Episode 280/1500: avg_reward=-27919752.862, avg_energy=27919752.862, avg_D=0.059, hit_rate=0.369, energy_eff=1.354, epsilon=0.10
Episode 290/1500: avg_reward=-22286280.149, avg_energy=22286280.149, avg_D=0.056, hit_rate=0.344, energy_eff=1.576, epsilon=0.10
Episode 300/1500: avg_reward=-22983773.597, avg_energy=22983773.597, avg_D=0.057, hit_rate=0.391, energy_eff=1.556, epsilon=0.10
Episode 310/1500: avg_reward=-22057019.781, avg_energy=22057019.781, avg_D=0.063, hit_rate=0.364, energy_eff=1.668, epsilon=0.10
Episode 320/1500: avg_reward=-23665197.834, avg_energy=23665197.834, avg_D=0.054, hit_rate=0.396, energy_eff=1.602, epsilon=0.10
Episode 330/1500: avg_reward=-25093919.654, avg_energy=25093919.654, avg_D=0.055, hit_rate=0.348, energy_eff=1.405, epsilon=0.10
Episode 340/1500: avg_reward=-22876889.728, avg_energy=22876889.728, avg_D=0.056, hit_rate=0.346, energy_eff=1.625, epsilon=0.10
Episode 350/1500: avg_reward=-19813235.283, avg_energy=19813235.283, avg_D=0.057, hit_rate=0.305, energy_eff=1.840, epsilon=0.10
Episode 360/1500: avg_reward=-21073514.907, avg_energy=21073514.907, avg_D=0.053, hit_rate=0.318, energy_eff=1.805, epsilon=0.10
Episode 370/1500: avg_reward=-18418861.885, avg_energy=18418861.885, avg_D=0.056, hit_rate=0.317, energy_eff=2.100, epsilon=0.10
Episode 380/1500: avg_reward=-18247220.208, avg_energy=18247220.208, avg_D=0.055, hit_rate=0.279, energy_eff=1.944, epsilon=0.10
Episode 390/1500: avg_reward=-20070855.895, avg_energy=20070855.895, avg_D=0.060, hit_rate=0.347, energy_eff=1.914, epsilon=0.10
Episode 400/1500: avg_reward=-19794193.437, avg_energy=19794193.437, avg_D=0.058, hit_rate=0.290, energy_eff=1.966, epsilon=0.10
Episode 410/1500: avg_reward=-18813568.548, avg_energy=18813568.548, avg_D=0.058, hit_rate=0.323, energy_eff=2.029, epsilon=0.10
Episode 420/1500: avg_reward=-20074269.475, avg_energy=20074269.475, avg_D=0.059, hit_rate=0.276, energy_eff=1.884, epsilon=0.10
Episode 430/1500: avg_reward=-21497385.545, avg_energy=21497385.545, avg_D=0.054, hit_rate=0.290, energy_eff=1.731, epsilon=0.10
Episode 440/1500: avg_reward=-17526688.769, avg_energy=17526688.769, avg_D=0.055, hit_rate=0.306, energy_eff=1.966, epsilon=0.10
Episode 450/1500: avg_reward=-19256098.140, avg_energy=19256098.140, avg_D=0.057, hit_rate=0.357, energy_eff=1.939, epsilon=0.10
Episode 460/1500: avg_reward=-20724790.363, avg_energy=20724790.363, avg_D=0.059, hit_rate=0.305, energy_eff=1.806, epsilon=0.10
Episode 470/1500: avg_reward=-24834963.838, avg_energy=24834963.838, avg_D=0.061, hit_rate=0.307, energy_eff=1.594, epsilon=0.10
Episode 480/1500: avg_reward=-23103496.407, avg_energy=23103496.407, avg_D=0.057, hit_rate=0.341, energy_eff=1.627, epsilon=0.10
Episode 490/1500: avg_reward=-27801375.392, avg_energy=27801375.392, avg_D=0.056, hit_rate=0.318, energy_eff=1.353, epsilon=0.10
Episode 500/1500: avg_reward=-22823838.447, avg_energy=22823838.447, avg_D=0.063, hit_rate=0.335, energy_eff=1.591, epsilon=0.10
Episode 510/1500: avg_reward=-23602642.907, avg_energy=23602642.907, avg_D=0.055, hit_rate=0.268, energy_eff=1.545, epsilon=0.10
Episode 520/1500: avg_reward=-24865662.235, avg_energy=24865662.235, avg_D=0.053, hit_rate=0.251, energy_eff=1.555, epsilon=0.10
Episode 530/1500: avg_reward=-23207375.662, avg_energy=23207375.662, avg_D=0.053, hit_rate=0.227, energy_eff=1.603, epsilon=0.10
Episode 540/1500: avg_reward=-19799649.872, avg_energy=19799649.872, avg_D=0.053, hit_rate=0.260, energy_eff=1.801, epsilon=0.10
Episode 550/1500: avg_reward=-24099615.699, avg_energy=24099615.699, avg_D=0.055, hit_rate=0.254, energy_eff=1.666, epsilon=0.10
Episode 560/1500: avg_reward=-22083598.847, avg_energy=22083598.847, avg_D=0.054, hit_rate=0.238, energy_eff=1.745, epsilon=0.10
Episode 570/1500: avg_reward=-20933776.179, avg_energy=20933776.179, avg_D=0.053, hit_rate=0.226, energy_eff=1.832, epsilon=0.10
Episode 580/1500: avg_reward=-22633459.004, avg_energy=22633459.004, avg_D=0.054, hit_rate=0.241, energy_eff=1.736, epsilon=0.10
Episode 590/1500: avg_reward=-19772171.629, avg_energy=19772171.629, avg_D=0.053, hit_rate=0.263, energy_eff=1.878, epsilon=0.10
Episode 600/1500: avg_reward=-21444868.855, avg_energy=21444868.855, avg_D=0.053, hit_rate=0.257, energy_eff=1.725, epsilon=0.10
Episode 610/1500: avg_reward=-18819687.231, avg_energy=18819687.231, avg_D=0.060, hit_rate=0.270, energy_eff=1.932, epsilon=0.10
Episode 620/1500: avg_reward=-18486360.709, avg_energy=18486360.709, avg_D=0.059, hit_rate=0.229, energy_eff=1.966, epsilon=0.10
Episode 630/1500: avg_reward=-22268856.285, avg_energy=22268856.285, avg_D=0.059, hit_rate=0.234, energy_eff=1.709, epsilon=0.10
Episode 640/1500: avg_reward=-22176595.126, avg_energy=22176595.126, avg_D=0.059, hit_rate=0.265, energy_eff=1.728, epsilon=0.10
Episode 650/1500: avg_reward=-28365004.496, avg_energy=28365004.496, avg_D=0.058, hit_rate=0.255, energy_eff=1.367, epsilon=0.10
Episode 660/1500: avg_reward=-25515105.300, avg_energy=25515105.300, avg_D=0.059, hit_rate=0.336, energy_eff=1.490, epsilon=0.10
Episode 670/1500: avg_reward=-22839958.027, avg_energy=22839958.027, avg_D=0.050, hit_rate=0.247, energy_eff=1.618, epsilon=0.10
Episode 680/1500: avg_reward=-20375119.738, avg_energy=20375119.738, avg_D=0.046, hit_rate=0.205, energy_eff=1.757, epsilon=0.10
Episode 690/1500: avg_reward=-20095883.160, avg_energy=20095883.160, avg_D=0.047, hit_rate=0.226, energy_eff=1.715, epsilon=0.10
Episode 700/1500: avg_reward=-23626298.546, avg_energy=23626298.546, avg_D=0.043, hit_rate=0.201, energy_eff=1.412, epsilon=0.10
Episode 710/1500: avg_reward=-24227392.172, avg_energy=24227392.172, avg_D=0.042, hit_rate=0.177, energy_eff=1.428, epsilon=0.10
Episode 720/1500: avg_reward=-23672666.906, avg_energy=23672666.906, avg_D=0.054, hit_rate=0.220, energy_eff=1.437, epsilon=0.10
Episode 730/1500: avg_reward=-26434502.510, avg_energy=26434502.510, avg_D=0.058, hit_rate=0.252, energy_eff=1.469, epsilon=0.10
Episode 740/1500: avg_reward=-28010467.019, avg_energy=28010467.019, avg_D=0.057, hit_rate=0.237, energy_eff=1.252, epsilon=0.10
Episode 750/1500: avg_reward=-24348166.490, avg_energy=24348166.490, avg_D=0.056, hit_rate=0.265, energy_eff=1.507, epsilon=0.10
Episode 760/1500: avg_reward=-26991031.401, avg_energy=26991031.401, avg_D=0.040, hit_rate=0.116, energy_eff=1.205, epsilon=0.10
Episode 770/1500: avg_reward=-28268827.142, avg_energy=28268827.142, avg_D=0.034, hit_rate=0.177, energy_eff=1.151, epsilon=0.10
Episode 780/1500: avg_reward=-26157562.620, avg_energy=26157562.620, avg_D=0.054, hit_rate=0.258, energy_eff=1.429, epsilon=0.10
Episode 790/1500: avg_reward=-23853970.199, avg_energy=23853970.199, avg_D=0.047, hit_rate=0.234, energy_eff=1.500, epsilon=0.10
Episode 800/1500: avg_reward=-21657180.368, avg_energy=21657180.368, avg_D=0.050, hit_rate=0.208, energy_eff=1.555, epsilon=0.10
Episode 810/1500: avg_reward=-21408227.232, avg_energy=21408227.232, avg_D=0.059, hit_rate=0.279, energy_eff=1.697, epsilon=0.10
Episode 820/1500: avg_reward=-22913237.331, avg_energy=22913237.331, avg_D=0.058, hit_rate=0.279, energy_eff=1.579, epsilon=0.10
Episode 830/1500: avg_reward=-24262070.004, avg_energy=24262070.004, avg_D=0.059, hit_rate=0.289, energy_eff=1.543, epsilon=0.10
Episode 840/1500: avg_reward=-22977125.813, avg_energy=22977125.813, avg_D=0.059, hit_rate=0.280, energy_eff=1.613, epsilon=0.10
Episode 850/1500: avg_reward=-21558181.448, avg_energy=21558181.448, avg_D=0.059, hit_rate=0.289, energy_eff=1.668, epsilon=0.10
Episode 860/1500: avg_reward=-22372078.673, avg_energy=22372078.673, avg_D=0.057, hit_rate=0.259, energy_eff=1.537, epsilon=0.10
Episode 870/1500: avg_reward=-23896865.391, avg_energy=23896865.391, avg_D=0.058, hit_rate=0.281, energy_eff=1.532, epsilon=0.10
Episode 880/1500: avg_reward=-25838080.242, avg_energy=25838080.242, avg_D=0.060, hit_rate=0.337, energy_eff=1.306, epsilon=0.10
Episode 890/1500: avg_reward=-23850017.990, avg_energy=23850017.990, avg_D=0.059, hit_rate=0.310, energy_eff=1.389, epsilon=0.10
Episode 900/1500: avg_reward=-25700648.146, avg_energy=25700648.146, avg_D=0.056, hit_rate=0.250, energy_eff=1.292, epsilon=0.10
Episode 910/1500: avg_reward=-24619976.501, avg_energy=24619976.501, avg_D=0.060, hit_rate=0.291, energy_eff=1.301, epsilon=0.10
Episode 920/1500: avg_reward=-29132677.739, avg_energy=29132677.739, avg_D=0.060, hit_rate=0.204, energy_eff=1.160, epsilon=0.10
Episode 930/1500: avg_reward=-25565246.170, avg_energy=25565246.170, avg_D=0.059, hit_rate=0.283, energy_eff=1.335, epsilon=0.10
Episode 940/1500: avg_reward=-25648623.111, avg_energy=25648623.111, avg_D=0.060, hit_rate=0.359, energy_eff=1.291, epsilon=0.10
Episode 950/1500: avg_reward=-28096367.993, avg_energy=28096367.993, avg_D=0.059, hit_rate=0.349, energy_eff=1.292, epsilon=0.10
Episode 960/1500: avg_reward=-21737870.124, avg_energy=21737870.124, avg_D=0.057, hit_rate=0.333, energy_eff=1.632, epsilon=0.10
Episode 970/1500: avg_reward=-23214438.007, avg_energy=23214438.007, avg_D=0.058, hit_rate=0.342, energy_eff=1.530, epsilon=0.10
Episode 980/1500: avg_reward=-22436921.858, avg_energy=22436921.858, avg_D=0.058, hit_rate=0.318, energy_eff=1.631, epsilon=0.10
Episode 990/1500: avg_reward=-21401609.040, avg_energy=21401609.040, avg_D=0.059, hit_rate=0.326, energy_eff=1.685, epsilon=0.10
Episode 1000/1500: avg_reward=-23773488.767, avg_energy=23773488.767, avg_D=0.059, hit_rate=0.332, energy_eff=1.529, epsilon=0.10
Episode 1010/1500: avg_reward=-20678120.252, avg_energy=20678120.252, avg_D=0.057, hit_rate=0.305, energy_eff=1.613, epsilon=0.10
Episode 1020/1500: avg_reward=-24084245.735, avg_energy=24084245.735, avg_D=0.058, hit_rate=0.328, energy_eff=1.528, epsilon=0.10
Episode 1030/1500: avg_reward=-24406050.169, avg_energy=24406050.169, avg_D=0.060, hit_rate=0.297, energy_eff=1.506, epsilon=0.10
Episode 1040/1500: avg_reward=-23243471.525, avg_energy=23243471.525, avg_D=0.059, hit_rate=0.295, energy_eff=1.506, epsilon=0.10
Episode 1050/1500: avg_reward=-24281113.821, avg_energy=24281113.821, avg_D=0.059, hit_rate=0.309, energy_eff=1.444, epsilon=0.10
Episode 1060/1500: avg_reward=-22507309.405, avg_energy=22507309.405, avg_D=0.057, hit_rate=0.302, energy_eff=1.535, epsilon=0.10
Episode 1070/1500: avg_reward=-25228943.351, avg_energy=25228943.351, avg_D=0.061, hit_rate=0.274, energy_eff=1.446, epsilon=0.10
Episode 1080/1500: avg_reward=-25396189.406, avg_energy=25396189.406, avg_D=0.056, hit_rate=0.255, energy_eff=1.504, epsilon=0.10
Episode 1090/1500: avg_reward=-25014153.672, avg_energy=25014153.672, avg_D=0.057, hit_rate=0.244, energy_eff=1.472, epsilon=0.10
Episode 1100/1500: avg_reward=-25524475.290, avg_energy=25524475.290, avg_D=0.056, hit_rate=0.268, energy_eff=1.422, epsilon=0.10
Episode 1110/1500: avg_reward=-23309256.003, avg_energy=23309256.003, avg_D=0.058, hit_rate=0.300, energy_eff=1.456, epsilon=0.10
Episode 1120/1500: avg_reward=-22434686.431, avg_energy=22434686.431, avg_D=0.059, hit_rate=0.325, energy_eff=1.591, epsilon=0.10
Episode 1130/1500: avg_reward=-21025839.736, avg_energy=21025839.736, avg_D=0.058, hit_rate=0.312, energy_eff=1.540, epsilon=0.10
Episode 1140/1500: avg_reward=-29015113.519, avg_energy=29015113.519, avg_D=0.061, hit_rate=0.301, energy_eff=1.373, epsilon=0.10
Episode 1150/1500: avg_reward=-24937728.017, avg_energy=24937728.017, avg_D=0.058, hit_rate=0.276, energy_eff=1.519, epsilon=0.10
Episode 1160/1500: avg_reward=-23550962.357, avg_energy=23550962.357, avg_D=0.059, hit_rate=0.271, energy_eff=1.491, epsilon=0.10
Episode 1170/1500: avg_reward=-25758217.357, avg_energy=25758217.357, avg_D=0.060, hit_rate=0.253, energy_eff=1.341, epsilon=0.10
Episode 1180/1500: avg_reward=-28509733.131, avg_energy=28509733.131, avg_D=0.060, hit_rate=0.343, energy_eff=1.219, epsilon=0.10
Episode 1190/1500: avg_reward=-26917608.715, avg_energy=26917608.715, avg_D=0.059, hit_rate=0.289, energy_eff=1.290, epsilon=0.10
Episode 1200/1500: avg_reward=-21900104.353, avg_energy=21900104.353, avg_D=0.061, hit_rate=0.316, energy_eff=1.504, epsilon=0.10
Episode 1210/1500: avg_reward=-25830283.218, avg_energy=25830283.218, avg_D=0.060, hit_rate=0.290, energy_eff=1.375, epsilon=0.10
Episode 1220/1500: avg_reward=-26046721.220, avg_energy=26046721.220, avg_D=0.061, hit_rate=0.293, energy_eff=1.314, epsilon=0.10
Episode 1230/1500: avg_reward=-25832605.875, avg_energy=25832605.875, avg_D=0.061, hit_rate=0.302, energy_eff=1.367, epsilon=0.10
Episode 1240/1500: avg_reward=-25383155.808, avg_energy=25383155.808, avg_D=0.060, hit_rate=0.297, energy_eff=1.438, epsilon=0.10
Episode 1250/1500: avg_reward=-25852719.212, avg_energy=25852719.212, avg_D=0.056, hit_rate=0.308, energy_eff=1.340, epsilon=0.10
Episode 1260/1500: avg_reward=-23609627.662, avg_energy=23609627.662, avg_D=0.047, hit_rate=0.319, energy_eff=1.436, epsilon=0.10
Episode 1270/1500: avg_reward=-27077661.597, avg_energy=27077661.597, avg_D=0.046, hit_rate=0.320, energy_eff=1.298, epsilon=0.10
Episode 1280/1500: avg_reward=-26580956.154, avg_energy=26580956.154, avg_D=0.052, hit_rate=0.258, energy_eff=1.343, epsilon=0.10
Episode 1290/1500: avg_reward=-22132599.850, avg_energy=22132599.850, avg_D=0.059, hit_rate=0.269, energy_eff=1.556, epsilon=0.10
Episode 1300/1500: avg_reward=-26503131.472, avg_energy=26503131.472, avg_D=0.058, hit_rate=0.281, energy_eff=1.431, epsilon=0.10
Episode 1310/1500: avg_reward=-21329336.703, avg_energy=21329336.703, avg_D=0.062, hit_rate=0.294, energy_eff=1.716, epsilon=0.10
Episode 1320/1500: avg_reward=-23751986.283, avg_energy=23751986.283, avg_D=0.060, hit_rate=0.271, energy_eff=1.508, epsilon=0.10
Episode 1330/1500: avg_reward=-21786052.773, avg_energy=21786052.773, avg_D=0.061, hit_rate=0.270, energy_eff=1.657, epsilon=0.10
Episode 1340/1500: avg_reward=-20429251.491, avg_energy=20429251.491, avg_D=0.062, hit_rate=0.275, energy_eff=1.791, epsilon=0.10
Episode 1350/1500: avg_reward=-19366928.968, avg_energy=19366928.968, avg_D=0.061, hit_rate=0.273, energy_eff=1.737, epsilon=0.10
Episode 1360/1500: avg_reward=-21156198.151, avg_energy=21156198.151, avg_D=0.060, hit_rate=0.268, energy_eff=1.813, epsilon=0.10
Episode 1370/1500: avg_reward=-22134385.948, avg_energy=22134385.948, avg_D=0.060, hit_rate=0.278, energy_eff=1.649, epsilon=0.10
Episode 1380/1500: avg_reward=-21357253.843, avg_energy=21357253.843, avg_D=0.058, hit_rate=0.273, energy_eff=1.769, epsilon=0.10
Episode 1390/1500: avg_reward=-23519817.311, avg_energy=23519817.311, avg_D=0.061, hit_rate=0.283, energy_eff=1.580, epsilon=0.10
Episode 1400/1500: avg_reward=-26982953.146, avg_energy=26982953.146, avg_D=0.060, hit_rate=0.270, energy_eff=1.383, epsilon=0.10
Episode 1410/1500: avg_reward=-23140838.329, avg_energy=23140838.329, avg_D=0.061, hit_rate=0.280, energy_eff=1.633, epsilon=0.10
Episode 1420/1500: avg_reward=-23151174.330, avg_energy=23151174.330, avg_D=0.060, hit_rate=0.293, energy_eff=1.600, epsilon=0.10
Episode 1430/1500: avg_reward=-22337449.324, avg_energy=22337449.324, avg_D=0.060, hit_rate=0.283, energy_eff=1.632, epsilon=0.10
Episode 1440/1500: avg_reward=-24895283.386, avg_energy=24895283.386, avg_D=0.060, hit_rate=0.272, energy_eff=1.611, epsilon=0.10
Episode 1450/1500: avg_reward=-21987671.553, avg_energy=21987671.553, avg_D=0.064, hit_rate=0.289, energy_eff=1.710, epsilon=0.10
Episode 1460/1500: avg_reward=-25836537.202, avg_energy=25836537.202, avg_D=0.061, hit_rate=0.263, energy_eff=1.474, epsilon=0.10
Episode 1470/1500: avg_reward=-23059248.209, avg_energy=23059248.209, avg_D=0.060, hit_rate=0.325, energy_eff=1.691, epsilon=0.10
Episode 1480/1500: avg_reward=-28756972.190, avg_energy=28756972.190, avg_D=0.062, hit_rate=0.334, energy_eff=1.254, epsilon=0.10
Episode 1490/1500: avg_reward=-23834958.943, avg_energy=23834958.943, avg_D=0.063, hit_rate=0.319, energy_eff=1.538, epsilon=0.10
Episode 1500/1500: avg_reward=-20622004.027, avg_energy=20622004.027, avg_D=0.061, hit_rate=0.294, energy_eff=1.690, epsilon=0.10
Training completed under mode='full'.
Model saved to models/ddqn_Figure_4__Caching_capacity_8_M3_N8_F10_K3_Cc8_Cr5_lr0.001_modefull_20250414_120053.pth
Metrics saved to models/ddqn_Figure_4__Caching_capacity_8_M3_N8_F10_K3_Cc8_Cr5_lr0.001_modefull_20250414_120053_metrics.npz
