使用命令行指定的mode: full
=== Training Mode: full ===
Parameters: M=3, N=8, F=10, K=3, C_cache=10, C_rec=5, lr=0.001
Episode 1/1500: avg_reward=-44317643.646, avg_energy=44317643.646, avg_D=0.056, hit_rate=0.328, energy_eff=0.847, epsilon=0.99
Episode 270/1500: avg_reward=-23860471.354, avg_energy=23860471.354, avg_D=0.058, hit_rate=0.297, energy_eff=1.497, epsilon=0.10
Episode 280/1500: avg_reward=-25350035.610, avg_energy=25350035.610, avg_D=0.057, hit_rate=0.298, energy_eff=1.456, epsilon=0.10
Episode 290/1500: avg_reward=-23000772.496, avg_energy=23000772.496, avg_D=0.058, hit_rate=0.290, energy_eff=1.507, epsilon=0.10
Episode 300/1500: avg_reward=-23793799.248, avg_energy=23793799.248, avg_D=0.058, hit_rate=0.314, energy_eff=1.555, epsilon=0.10
Episode 310/1500: avg_reward=-23866661.693, avg_energy=23866661.693, avg_D=0.058, hit_rate=0.321, energy_eff=1.562, epsilon=0.10
Episode 320/1500: avg_reward=-25819342.616, avg_energy=25819342.616, avg_D=0.060, hit_rate=0.320, energy_eff=1.415, epsilon=0.10
Episode 330/1500: avg_reward=-22394270.225, avg_energy=22394270.225, avg_D=0.060, hit_rate=0.310, energy_eff=1.738, epsilon=0.10
Episode 340/1500: avg_reward=-23967072.617, avg_energy=23967072.617, avg_D=0.063, hit_rate=0.297, energy_eff=1.536, epsilon=0.10
Episode 350/1500: avg_reward=-23492413.284, avg_energy=23492413.284, avg_D=0.054, hit_rate=0.291, energy_eff=1.534, epsilon=0.10
Episode 360/1500: avg_reward=-24056855.835, avg_energy=24056855.835, avg_D=0.054, hit_rate=0.286, energy_eff=1.615, epsilon=0.10
Episode 370/1500: avg_reward=-22985402.494, avg_energy=22985402.494, avg_D=0.058, hit_rate=0.293, energy_eff=1.674, epsilon=0.10
Episode 380/1500: avg_reward=-22161017.269, avg_energy=22161017.269, avg_D=0.056, hit_rate=0.282, energy_eff=1.577, epsilon=0.10
Episode 390/1500: avg_reward=-24678085.269, avg_energy=24678085.269, avg_D=0.047, hit_rate=0.316, energy_eff=1.495, epsilon=0.10
Episode 400/1500: avg_reward=-22525292.839, avg_energy=22525292.839, avg_D=0.055, hit_rate=0.340, energy_eff=1.686, epsilon=0.10
Episode 410/1500: avg_reward=-21671653.983, avg_energy=21671653.983, avg_D=0.053, hit_rate=0.343, energy_eff=1.686, epsilon=0.10
Episode 420/1500: avg_reward=-25719921.546, avg_energy=25719921.546, avg_D=0.056, hit_rate=0.356, energy_eff=1.525, epsilon=0.10
Episode 430/1500: avg_reward=-24294435.822, avg_energy=24294435.822, avg_D=0.055, hit_rate=0.323, energy_eff=1.527, epsilon=0.10
Episode 440/1500: avg_reward=-27781279.712, avg_energy=27781279.712, avg_D=0.058, hit_rate=0.307, energy_eff=1.367, epsilon=0.10
Episode 450/1500: avg_reward=-22085618.694, avg_energy=22085618.694, avg_D=0.059, hit_rate=0.309, energy_eff=1.777, epsilon=0.10
Episode 460/1500: avg_reward=-26206124.783, avg_energy=26206124.783, avg_D=0.059, hit_rate=0.276, energy_eff=1.551, epsilon=0.10
Episode 470/1500: avg_reward=-23323661.400, avg_energy=23323661.400, avg_D=0.059, hit_rate=0.283, energy_eff=1.768, epsilon=0.10
Episode 480/1500: avg_reward=-20415767.381, avg_energy=20415767.381, avg_D=0.060, hit_rate=0.306, energy_eff=1.935, epsilon=0.10
Episode 490/1500: avg_reward=-19871441.731, avg_energy=19871441.731, avg_D=0.052, hit_rate=0.278, energy_eff=1.888, epsilon=0.10
Episode 500/1500: avg_reward=-19064064.552, avg_energy=19064064.552, avg_D=0.054, hit_rate=0.295, energy_eff=2.030, epsilon=0.10
Episode 510/1500: avg_reward=-20908412.443, avg_energy=20908412.443, avg_D=0.059, hit_rate=0.333, energy_eff=1.884, epsilon=0.10
Episode 520/1500: avg_reward=-21611637.855, avg_energy=21611637.855, avg_D=0.059, hit_rate=0.331, energy_eff=1.831, epsilon=0.10
Episode 530/1500: avg_reward=-24306621.432, avg_energy=24306621.432, avg_D=0.056, hit_rate=0.316, energy_eff=1.602, epsilon=0.10
Episode 540/1500: avg_reward=-22748182.837, avg_energy=22748182.837, avg_D=0.056, hit_rate=0.314, energy_eff=1.767, epsilon=0.10
Episode 550/1500: avg_reward=-25508221.239, avg_energy=25508221.239, avg_D=0.053, hit_rate=0.364, energy_eff=1.483, epsilon=0.10
Episode 560/1500: avg_reward=-23953109.772, avg_energy=23953109.772, avg_D=0.059, hit_rate=0.365, energy_eff=1.572, epsilon=0.10
Episode 570/1500: avg_reward=-19647835.755, avg_energy=19647835.755, avg_D=0.055, hit_rate=0.324, energy_eff=1.768, epsilon=0.10
Episode 580/1500: avg_reward=-21082578.939, avg_energy=21082578.939, avg_D=0.059, hit_rate=0.345, energy_eff=1.611, epsilon=0.10
Episode 590/1500: avg_reward=-22881873.386, avg_energy=22881873.386, avg_D=0.059, hit_rate=0.313, energy_eff=1.607, epsilon=0.10
Episode 600/1500: avg_reward=-23203859.902, avg_energy=23203859.902, avg_D=0.063, hit_rate=0.316, energy_eff=1.683, epsilon=0.10
Episode 610/1500: avg_reward=-23479606.777, avg_energy=23479606.777, avg_D=0.059, hit_rate=0.361, energy_eff=1.592, epsilon=0.10
Episode 620/1500: avg_reward=-19408055.629, avg_energy=19408055.629, avg_D=0.059, hit_rate=0.411, energy_eff=1.774, epsilon=0.10
Episode 630/1500: avg_reward=-23659196.941, avg_energy=23659196.941, avg_D=0.059, hit_rate=0.352, energy_eff=1.592, epsilon=0.10
Episode 640/1500: avg_reward=-23046506.458, avg_energy=23046506.458, avg_D=0.059, hit_rate=0.361, energy_eff=1.593, epsilon=0.10
Episode 650/1500: avg_reward=-23700365.171, avg_energy=23700365.171, avg_D=0.059, hit_rate=0.380, energy_eff=1.478, epsilon=0.10
Episode 660/1500: avg_reward=-23457720.974, avg_energy=23457720.974, avg_D=0.060, hit_rate=0.404, energy_eff=1.556, epsilon=0.10
Episode 670/1500: avg_reward=-22220263.226, avg_energy=22220263.226, avg_D=0.059, hit_rate=0.413, energy_eff=1.506, epsilon=0.10
Episode 680/1500: avg_reward=-21954805.766, avg_energy=21954805.766, avg_D=0.058, hit_rate=0.393, energy_eff=1.726, epsilon=0.10
Episode 690/1500: avg_reward=-23015942.229, avg_energy=23015942.229, avg_D=0.058, hit_rate=0.377, energy_eff=1.581, epsilon=0.10
Episode 700/1500: avg_reward=-19330716.194, avg_energy=19330716.194, avg_D=0.058, hit_rate=0.398, energy_eff=1.917, epsilon=0.10
Episode 710/1500: avg_reward=-23767265.401, avg_energy=23767265.401, avg_D=0.061, hit_rate=0.375, energy_eff=1.601, epsilon=0.10
Episode 720/1500: avg_reward=-23051185.217, avg_energy=23051185.217, avg_D=0.064, hit_rate=0.400, energy_eff=1.605, epsilon=0.10
Episode 730/1500: avg_reward=-19968005.899, avg_energy=19968005.899, avg_D=0.058, hit_rate=0.390, energy_eff=1.780, epsilon=0.10
Episode 740/1500: avg_reward=-26219845.878, avg_energy=26219845.878, avg_D=0.059, hit_rate=0.365, energy_eff=1.520, epsilon=0.10
Episode 750/1500: avg_reward=-23128539.072, avg_energy=23128539.072, avg_D=0.059, hit_rate=0.358, energy_eff=1.536, epsilon=0.10
Episode 760/1500: avg_reward=-21866832.768, avg_energy=21866832.768, avg_D=0.062, hit_rate=0.368, energy_eff=1.657, epsilon=0.10
Episode 770/1500: avg_reward=-21943812.598, avg_energy=21943812.598, avg_D=0.060, hit_rate=0.358, energy_eff=1.643, epsilon=0.10
Episode 780/1500: avg_reward=-22559652.754, avg_energy=22559652.754, avg_D=0.059, hit_rate=0.405, energy_eff=1.621, epsilon=0.10
Episode 790/1500: avg_reward=-20657914.682, avg_energy=20657914.682, avg_D=0.063, hit_rate=0.423, energy_eff=1.745, epsilon=0.10
Episode 800/1500: avg_reward=-24256844.532, avg_energy=24256844.532, avg_D=0.064, hit_rate=0.360, energy_eff=1.547, epsilon=0.10
Episode 810/1500: avg_reward=-22979156.731, avg_energy=22979156.731, avg_D=0.064, hit_rate=0.315, energy_eff=1.646, epsilon=0.10
Episode 820/1500: avg_reward=-22338581.239, avg_energy=22338581.239, avg_D=0.062, hit_rate=0.379, energy_eff=1.630, epsilon=0.10
Episode 830/1500: avg_reward=-22675984.916, avg_energy=22675984.916, avg_D=0.058, hit_rate=0.350, energy_eff=1.666, epsilon=0.10
Episode 840/1500: avg_reward=-22231501.497, avg_energy=22231501.497, avg_D=0.058, hit_rate=0.330, energy_eff=1.658, epsilon=0.10
Episode 850/1500: avg_reward=-24732935.464, avg_energy=24732935.464, avg_D=0.057, hit_rate=0.321, energy_eff=1.520, epsilon=0.10
Episode 860/1500: avg_reward=-19485609.399, avg_energy=19485609.399, avg_D=0.056, hit_rate=0.399, energy_eff=1.796, epsilon=0.10
Episode 870/1500: avg_reward=-24062452.939, avg_energy=24062452.939, avg_D=0.056, hit_rate=0.399, energy_eff=1.511, epsilon=0.10
Episode 880/1500: avg_reward=-21690588.334, avg_energy=21690588.334, avg_D=0.056, hit_rate=0.370, energy_eff=1.534, epsilon=0.10
Episode 890/1500: avg_reward=-19890795.309, avg_energy=19890795.309, avg_D=0.055, hit_rate=0.353, energy_eff=1.701, epsilon=0.10
Episode 900/1500: avg_reward=-21884038.292, avg_energy=21884038.292, avg_D=0.051, hit_rate=0.328, energy_eff=1.828, epsilon=0.10
Episode 910/1500: avg_reward=-19203805.256, avg_energy=19203805.256, avg_D=0.052, hit_rate=0.323, energy_eff=1.877, epsilon=0.10
Episode 920/1500: avg_reward=-18962488.363, avg_energy=18962488.363, avg_D=0.050, hit_rate=0.323, energy_eff=1.927, epsilon=0.10
Episode 930/1500: avg_reward=-21318612.596, avg_energy=21318612.596, avg_D=0.051, hit_rate=0.323, energy_eff=1.831, epsilon=0.10
Episode 940/1500: avg_reward=-19898030.810, avg_energy=19898030.810, avg_D=0.050, hit_rate=0.334, energy_eff=1.873, epsilon=0.10
Episode 950/1500: avg_reward=-18589211.977, avg_energy=18589211.977, avg_D=0.052, hit_rate=0.356, energy_eff=1.931, epsilon=0.10
Episode 960/1500: avg_reward=-19528929.209, avg_energy=19528929.209, avg_D=0.049, hit_rate=0.307, energy_eff=1.844, epsilon=0.10
Episode 970/1500: avg_reward=-18183145.245, avg_energy=18183145.245, avg_D=0.049, hit_rate=0.311, energy_eff=1.901, epsilon=0.10
Episode 980/1500: avg_reward=-18416092.812, avg_energy=18416092.812, avg_D=0.049, hit_rate=0.315, energy_eff=1.991, epsilon=0.10
Episode 990/1500: avg_reward=-22856418.003, avg_energy=22856418.003, avg_D=0.054, hit_rate=0.337, energy_eff=1.634, epsilon=0.10
Episode 1000/1500: avg_reward=-19503855.229, avg_energy=19503855.229, avg_D=0.055, hit_rate=0.359, energy_eff=1.859, epsilon=0.10
Episode 1010/1500: avg_reward=-18519765.823, avg_energy=18519765.823, avg_D=0.055, hit_rate=0.334, energy_eff=1.896, epsilon=0.10
Episode 1020/1500: avg_reward=-20374599.686, avg_energy=20374599.686, avg_D=0.054, hit_rate=0.349, energy_eff=1.832, epsilon=0.10
Episode 1030/1500: avg_reward=-22082532.966, avg_energy=22082532.966, avg_D=0.052, hit_rate=0.316, energy_eff=1.654, epsilon=0.10
Episode 1040/1500: avg_reward=-25036305.443, avg_energy=25036305.443, avg_D=0.053, hit_rate=0.341, energy_eff=1.557, epsilon=0.10
Episode 1050/1500: avg_reward=-19688178.133, avg_energy=19688178.133, avg_D=0.052, hit_rate=0.329, energy_eff=1.847, epsilon=0.10
Episode 1060/1500: avg_reward=-17516106.855, avg_energy=17516106.855, avg_D=0.054, hit_rate=0.341, energy_eff=1.908, epsilon=0.10
Episode 1070/1500: avg_reward=-20856155.122, avg_energy=20856155.122, avg_D=0.055, hit_rate=0.346, energy_eff=1.694, epsilon=0.10
Episode 1080/1500: avg_reward=-22557711.715, avg_energy=22557711.715, avg_D=0.054, hit_rate=0.361, energy_eff=1.662, epsilon=0.10
Episode 1090/1500: avg_reward=-20387292.122, avg_energy=20387292.122, avg_D=0.054, hit_rate=0.356, energy_eff=1.832, epsilon=0.10
Episode 1100/1500: avg_reward=-21542091.869, avg_energy=21542091.869, avg_D=0.049, hit_rate=0.353, energy_eff=1.581, epsilon=0.10
Episode 1110/1500: avg_reward=-22628458.550, avg_energy=22628458.550, avg_D=0.054, hit_rate=0.326, energy_eff=1.514, epsilon=0.10
Episode 1120/1500: avg_reward=-23733233.773, avg_energy=23733233.773, avg_D=0.055, hit_rate=0.301, energy_eff=1.471, epsilon=0.10
Episode 1130/1500: avg_reward=-21964651.032, avg_energy=21964651.032, avg_D=0.048, hit_rate=0.338, energy_eff=1.517, epsilon=0.10
Episode 1140/1500: avg_reward=-21690044.647, avg_energy=21690044.647, avg_D=0.049, hit_rate=0.340, energy_eff=1.649, epsilon=0.10
Episode 1150/1500: avg_reward=-23180921.637, avg_energy=23180921.637, avg_D=0.045, hit_rate=0.294, energy_eff=1.530, epsilon=0.10
Episode 1160/1500: avg_reward=-20990061.312, avg_energy=20990061.312, avg_D=0.048, hit_rate=0.265, energy_eff=1.558, epsilon=0.10
Episode 1170/1500: avg_reward=-18241733.054, avg_energy=18241733.054, avg_D=0.049, hit_rate=0.351, energy_eff=1.736, epsilon=0.10
Episode 1180/1500: avg_reward=-22450224.404, avg_energy=22450224.404, avg_D=0.051, hit_rate=0.351, energy_eff=1.458, epsilon=0.10
Episode 1190/1500: avg_reward=-26606149.376, avg_energy=26606149.376, avg_D=0.054, hit_rate=0.347, energy_eff=1.333, epsilon=0.10
Episode 1200/1500: avg_reward=-23818114.868, avg_energy=23818114.868, avg_D=0.052, hit_rate=0.349, energy_eff=1.455, epsilon=0.10
Episode 1210/1500: avg_reward=-25181759.602, avg_energy=25181759.602, avg_D=0.052, hit_rate=0.302, energy_eff=1.442, epsilon=0.10
Episode 1220/1500: avg_reward=-21846359.158, avg_energy=21846359.158, avg_D=0.054, hit_rate=0.340, energy_eff=1.541, epsilon=0.10
Episode 1230/1500: avg_reward=-21076724.351, avg_energy=21076724.351, avg_D=0.054, hit_rate=0.364, energy_eff=1.534, epsilon=0.10
Episode 1240/1500: avg_reward=-20495858.667, avg_energy=20495858.667, avg_D=0.051, hit_rate=0.355, energy_eff=1.698, epsilon=0.10
Episode 1250/1500: avg_reward=-22187527.730, avg_energy=22187527.730, avg_D=0.055, hit_rate=0.370, energy_eff=1.580, epsilon=0.10
Episode 1260/1500: avg_reward=-19498877.696, avg_energy=19498877.696, avg_D=0.056, hit_rate=0.367, energy_eff=1.720, epsilon=0.10
Episode 1270/1500: avg_reward=-17776502.319, avg_energy=17776502.319, avg_D=0.052, hit_rate=0.350, energy_eff=1.809, epsilon=0.10
Episode 1280/1500: avg_reward=-18220533.538, avg_energy=18220533.538, avg_D=0.050, hit_rate=0.333, energy_eff=1.838, epsilon=0.10
Episode 1290/1500: avg_reward=-20959849.972, avg_energy=20959849.972, avg_D=0.051, hit_rate=0.335, energy_eff=1.635, epsilon=0.10
Episode 1300/1500: avg_reward=-17159002.024, avg_energy=17159002.024, avg_D=0.050, hit_rate=0.336, energy_eff=2.029, epsilon=0.10
Episode 1310/1500: avg_reward=-17505569.251, avg_energy=17505569.251, avg_D=0.055, hit_rate=0.347, energy_eff=1.944, epsilon=0.10
Episode 1320/1500: avg_reward=-20532453.707, avg_energy=20532453.707, avg_D=0.051, hit_rate=0.331, energy_eff=1.750, epsilon=0.10
Episode 1330/1500: avg_reward=-19840006.532, avg_energy=19840006.532, avg_D=0.055, hit_rate=0.353, energy_eff=1.888, epsilon=0.10
Episode 1340/1500: avg_reward=-15039909.330, avg_energy=15039909.330, avg_D=0.054, hit_rate=0.327, energy_eff=2.084, epsilon=0.10
Episode 1350/1500: avg_reward=-20635421.030, avg_energy=20635421.030, avg_D=0.053, hit_rate=0.343, energy_eff=1.800, epsilon=0.10
Episode 1360/1500: avg_reward=-20210558.191, avg_energy=20210558.191, avg_D=0.054, hit_rate=0.340, energy_eff=1.873, epsilon=0.10
Episode 1370/1500: avg_reward=-21672407.217, avg_energy=21672407.217, avg_D=0.053, hit_rate=0.343, energy_eff=1.793, epsilon=0.10
Episode 1380/1500: avg_reward=-22248733.221, avg_energy=22248733.221, avg_D=0.054, hit_rate=0.325, energy_eff=1.678, epsilon=0.10
Episode 1390/1500: avg_reward=-22004164.196, avg_energy=22004164.196, avg_D=0.055, hit_rate=0.319, energy_eff=1.753, epsilon=0.10
Episode 1400/1500: avg_reward=-18596124.281, avg_energy=18596124.281, avg_D=0.052, hit_rate=0.312, energy_eff=1.866, epsilon=0.10
Episode 1410/1500: avg_reward=-24661757.237, avg_energy=24661757.237, avg_D=0.058, hit_rate=0.367, energy_eff=1.609, epsilon=0.10
Episode 1420/1500: avg_reward=-19282098.814, avg_energy=19282098.814, avg_D=0.057, hit_rate=0.381, energy_eff=1.841, epsilon=0.10
Episode 1430/1500: avg_reward=-18565565.044, avg_energy=18565565.044, avg_D=0.055, hit_rate=0.332, energy_eff=1.945, epsilon=0.10
Episode 1440/1500: avg_reward=-17705802.351, avg_energy=17705802.351, avg_D=0.054, hit_rate=0.372, energy_eff=2.041, epsilon=0.10
Episode 1450/1500: avg_reward=-20888566.530, avg_energy=20888566.530, avg_D=0.057, hit_rate=0.381, energy_eff=1.737, epsilon=0.10
Episode 1460/1500: avg_reward=-19851458.424, avg_energy=19851458.424, avg_D=0.055, hit_rate=0.405, energy_eff=1.885, epsilon=0.10
Episode 1470/1500: avg_reward=-16579311.187, avg_energy=16579311.187, avg_D=0.053, hit_rate=0.422, energy_eff=1.891, epsilon=0.10
Episode 1480/1500: avg_reward=-21056822.545, avg_energy=21056822.545, avg_D=0.054, hit_rate=0.415, energy_eff=1.901, epsilon=0.10
Episode 1490/1500: avg_reward=-22740433.681, avg_energy=22740433.681, avg_D=0.056, hit_rate=0.425, energy_eff=1.698, epsilon=0.10
Episode 1500/1500: avg_reward=-17086597.713, avg_energy=17086597.713, avg_D=0.058, hit_rate=0.412, energy_eff=2.080, epsilon=0.10
Training completed under mode='full'.
Model saved to models/ddqn_Figure_4__Caching_capacity_10_M3_N8_F10_K3_Cc10_Cr5_lr0.001_modefull_20250414_124056.pth
Metrics saved to models/ddqn_Figure_4__Caching_capacity_10_M3_N8_F10_K3_Cc10_Cr5_lr0.001_modefull_20250414_124056_metrics.npz
