使用命令行指定的mode: full
=== Training Mode: full ===
Parameters: M=3, N=8, F=10, K=3, C_cache=9, C_rec=5, lr=0.001
Episode 1/1500: avg_reward=-41400276.776, avg_energy=41400276.776, avg_D=0.057, hit_rate=0.298, energy_eff=0.903, epsilon=0.99
Episode 370/1500: avg_reward=-31094158.296, avg_energy=31094158.296, avg_D=0.048, hit_rate=0.309, energy_eff=1.144, epsilon=0.10
Episode 380/1500: avg_reward=-26970184.929, avg_energy=26970184.929, avg_D=0.048, hit_rate=0.370, energy_eff=1.281, epsilon=0.10
Episode 390/1500: avg_reward=-27600965.808, avg_energy=27600965.808, avg_D=0.049, hit_rate=0.266, energy_eff=1.242, epsilon=0.10
Episode 400/1500: avg_reward=-26878895.237, avg_energy=26878895.237, avg_D=0.051, hit_rate=0.248, energy_eff=1.325, epsilon=0.10
Episode 410/1500: avg_reward=-27937867.886, avg_energy=27937867.886, avg_D=0.052, hit_rate=0.211, energy_eff=1.184, epsilon=0.10
Episode 420/1500: avg_reward=-34737609.350, avg_energy=34737609.350, avg_D=0.046, hit_rate=0.334, energy_eff=1.004, epsilon=0.10
Episode 430/1500: avg_reward=-35399768.341, avg_energy=35399768.341, avg_D=0.052, hit_rate=0.291, energy_eff=0.994, epsilon=0.10
Episode 440/1500: avg_reward=-32205806.746, avg_energy=32205806.746, avg_D=0.058, hit_rate=0.275, energy_eff=1.094, epsilon=0.10
Episode 450/1500: avg_reward=-35528993.745, avg_energy=35528993.745, avg_D=0.061, hit_rate=0.272, energy_eff=0.970, epsilon=0.10
Episode 460/1500: avg_reward=-39505179.784, avg_energy=39505179.784, avg_D=0.044, hit_rate=0.176, energy_eff=0.843, epsilon=0.10
Episode 470/1500: avg_reward=-37072518.633, avg_energy=37072518.633, avg_D=0.042, hit_rate=0.395, energy_eff=0.905, epsilon=0.10
Episode 480/1500: avg_reward=-38186331.358, avg_energy=38186331.358, avg_D=0.043, hit_rate=0.378, energy_eff=0.884, epsilon=0.10
Episode 490/1500: avg_reward=-34777316.413, avg_energy=34777316.413, avg_D=0.053, hit_rate=0.250, energy_eff=1.017, epsilon=0.10
Episode 500/1500: avg_reward=-29939436.061, avg_energy=29939436.061, avg_D=0.054, hit_rate=0.234, energy_eff=1.174, epsilon=0.10
Episode 510/1500: avg_reward=-21884990.863, avg_energy=21884990.863, avg_D=0.042, hit_rate=0.231, energy_eff=1.535, epsilon=0.10
Episode 520/1500: avg_reward=-26886138.878, avg_energy=26886138.878, avg_D=0.043, hit_rate=0.219, energy_eff=1.234, epsilon=0.10
Episode 530/1500: avg_reward=-25393322.118, avg_energy=25393322.118, avg_D=0.042, hit_rate=0.228, energy_eff=1.384, epsilon=0.10
Episode 540/1500: avg_reward=-27735479.440, avg_energy=27735479.440, avg_D=0.047, hit_rate=0.231, energy_eff=1.393, epsilon=0.10
Episode 550/1500: avg_reward=-25187102.303, avg_energy=25187102.303, avg_D=0.046, hit_rate=0.226, energy_eff=1.500, epsilon=0.10
Episode 560/1500: avg_reward=-24500407.737, avg_energy=24500407.737, avg_D=0.048, hit_rate=0.224, energy_eff=1.561, epsilon=0.10
Episode 570/1500: avg_reward=-25142538.481, avg_energy=25142538.481, avg_D=0.047, hit_rate=0.216, energy_eff=1.518, epsilon=0.10
Episode 580/1500: avg_reward=-25040879.548, avg_energy=25040879.548, avg_D=0.045, hit_rate=0.205, energy_eff=1.508, epsilon=0.10
Episode 590/1500: avg_reward=-23011013.937, avg_energy=23011013.937, avg_D=0.044, hit_rate=0.209, energy_eff=1.564, epsilon=0.10
Episode 600/1500: avg_reward=-24403286.945, avg_energy=24403286.945, avg_D=0.044, hit_rate=0.286, energy_eff=1.486, epsilon=0.10
Episode 610/1500: avg_reward=-21880729.686, avg_energy=21880729.686, avg_D=0.044, hit_rate=0.305, energy_eff=1.577, epsilon=0.10
Episode 620/1500: avg_reward=-24392218.945, avg_energy=24392218.945, avg_D=0.044, hit_rate=0.299, energy_eff=1.453, epsilon=0.10
Episode 630/1500: avg_reward=-22285012.391, avg_energy=22285012.391, avg_D=0.043, hit_rate=0.292, energy_eff=1.596, epsilon=0.10
Episode 640/1500: avg_reward=-23843680.800, avg_energy=23843680.800, avg_D=0.044, hit_rate=0.306, energy_eff=1.597, epsilon=0.10
Episode 650/1500: avg_reward=-25623077.266, avg_energy=25623077.266, avg_D=0.044, hit_rate=0.291, energy_eff=1.482, epsilon=0.10
Episode 660/1500: avg_reward=-26311319.778, avg_energy=26311319.778, avg_D=0.045, hit_rate=0.294, energy_eff=1.425, epsilon=0.10
Episode 670/1500: avg_reward=-24874079.473, avg_energy=24874079.473, avg_D=0.044, hit_rate=0.301, energy_eff=1.458, epsilon=0.10
Episode 680/1500: avg_reward=-27609718.417, avg_energy=27609718.417, avg_D=0.042, hit_rate=0.396, energy_eff=1.354, epsilon=0.10
Episode 690/1500: avg_reward=-24790380.891, avg_energy=24790380.891, avg_D=0.042, hit_rate=0.330, energy_eff=1.458, epsilon=0.10
Episode 700/1500: avg_reward=-22624721.230, avg_energy=22624721.230, avg_D=0.041, hit_rate=0.295, energy_eff=1.512, epsilon=0.10
Episode 710/1500: avg_reward=-23810365.635, avg_energy=23810365.635, avg_D=0.040, hit_rate=0.402, energy_eff=1.445, epsilon=0.10
Episode 720/1500: avg_reward=-24107858.512, avg_energy=24107858.512, avg_D=0.041, hit_rate=0.396, energy_eff=1.395, epsilon=0.10
Episode 730/1500: avg_reward=-24865048.629, avg_energy=24865048.629, avg_D=0.041, hit_rate=0.403, energy_eff=1.406, epsilon=0.10
Episode 740/1500: avg_reward=-22224810.409, avg_energy=22224810.409, avg_D=0.041, hit_rate=0.423, energy_eff=1.552, epsilon=0.10
Episode 750/1500: avg_reward=-24755558.804, avg_energy=24755558.804, avg_D=0.041, hit_rate=0.434, energy_eff=1.400, epsilon=0.10
Episode 760/1500: avg_reward=-22562135.005, avg_energy=22562135.005, avg_D=0.041, hit_rate=0.398, energy_eff=1.445, epsilon=0.10
Episode 770/1500: avg_reward=-20250866.735, avg_energy=20250866.735, avg_D=0.040, hit_rate=0.446, energy_eff=1.683, epsilon=0.10
Episode 780/1500: avg_reward=-27600464.020, avg_energy=27600464.020, avg_D=0.040, hit_rate=0.405, energy_eff=1.295, epsilon=0.10
Episode 790/1500: avg_reward=-27576683.620, avg_energy=27576683.620, avg_D=0.040, hit_rate=0.375, energy_eff=1.241, epsilon=0.10
Episode 800/1500: avg_reward=-22922163.395, avg_energy=22922163.395, avg_D=0.041, hit_rate=0.404, energy_eff=1.484, epsilon=0.10
Episode 810/1500: avg_reward=-24281881.476, avg_energy=24281881.476, avg_D=0.041, hit_rate=0.389, energy_eff=1.527, epsilon=0.10
Episode 820/1500: avg_reward=-26513797.863, avg_energy=26513797.863, avg_D=0.041, hit_rate=0.414, energy_eff=1.310, epsilon=0.10
Episode 830/1500: avg_reward=-24181170.347, avg_energy=24181170.347, avg_D=0.040, hit_rate=0.357, energy_eff=1.435, epsilon=0.10
Episode 840/1500: avg_reward=-22751154.254, avg_energy=22751154.254, avg_D=0.038, hit_rate=0.365, energy_eff=1.476, epsilon=0.10
Episode 850/1500: avg_reward=-24080384.305, avg_energy=24080384.305, avg_D=0.040, hit_rate=0.372, energy_eff=1.393, epsilon=0.10
Episode 860/1500: avg_reward=-22389020.484, avg_energy=22389020.484, avg_D=0.042, hit_rate=0.385, energy_eff=1.591, epsilon=0.10
Episode 870/1500: avg_reward=-26080917.290, avg_energy=26080917.290, avg_D=0.042, hit_rate=0.387, energy_eff=1.331, epsilon=0.10
Episode 880/1500: avg_reward=-26499930.861, avg_energy=26499930.861, avg_D=0.043, hit_rate=0.369, energy_eff=1.341, epsilon=0.10
Episode 890/1500: avg_reward=-25332086.292, avg_energy=25332086.292, avg_D=0.042, hit_rate=0.354, energy_eff=1.369, epsilon=0.10
Episode 900/1500: avg_reward=-25011994.051, avg_energy=25011994.051, avg_D=0.042, hit_rate=0.353, energy_eff=1.433, epsilon=0.10
Episode 910/1500: avg_reward=-24197099.100, avg_energy=24197099.100, avg_D=0.039, hit_rate=0.406, energy_eff=1.365, epsilon=0.10
Episode 920/1500: avg_reward=-19558819.076, avg_energy=19558819.076, avg_D=0.037, hit_rate=0.411, energy_eff=1.625, epsilon=0.10
Episode 930/1500: avg_reward=-25279597.387, avg_energy=25279597.387, avg_D=0.041, hit_rate=0.381, energy_eff=1.445, epsilon=0.10
Episode 940/1500: avg_reward=-23067401.185, avg_energy=23067401.185, avg_D=0.041, hit_rate=0.339, energy_eff=1.491, epsilon=0.10
Episode 950/1500: avg_reward=-21746435.821, avg_energy=21746435.821, avg_D=0.040, hit_rate=0.378, energy_eff=1.548, epsilon=0.10
Episode 960/1500: avg_reward=-24743263.664, avg_energy=24743263.664, avg_D=0.041, hit_rate=0.345, energy_eff=1.357, epsilon=0.10
Episode 970/1500: avg_reward=-26396601.548, avg_energy=26396601.548, avg_D=0.042, hit_rate=0.347, energy_eff=1.385, epsilon=0.10
Episode 980/1500: avg_reward=-24607272.051, avg_energy=24607272.051, avg_D=0.043, hit_rate=0.339, energy_eff=1.517, epsilon=0.10
Episode 990/1500: avg_reward=-24658562.554, avg_energy=24658562.554, avg_D=0.050, hit_rate=0.261, energy_eff=1.386, epsilon=0.10
Episode 1000/1500: avg_reward=-27977761.305, avg_energy=27977761.305, avg_D=0.049, hit_rate=0.323, energy_eff=1.264, epsilon=0.10
Episode 1010/1500: avg_reward=-23712767.765, avg_energy=23712767.765, avg_D=0.048, hit_rate=0.358, energy_eff=1.423, epsilon=0.10
Episode 1020/1500: avg_reward=-24701544.132, avg_energy=24701544.132, avg_D=0.050, hit_rate=0.374, energy_eff=1.386, epsilon=0.10
Episode 1030/1500: avg_reward=-21476787.296, avg_energy=21476787.296, avg_D=0.052, hit_rate=0.367, energy_eff=1.654, epsilon=0.10
Episode 1040/1500: avg_reward=-20137392.673, avg_energy=20137392.673, avg_D=0.053, hit_rate=0.381, energy_eff=1.728, epsilon=0.10
Episode 1050/1500: avg_reward=-20956980.875, avg_energy=20956980.875, avg_D=0.056, hit_rate=0.362, energy_eff=1.732, epsilon=0.10
Episode 1060/1500: avg_reward=-26938132.894, avg_energy=26938132.894, avg_D=0.053, hit_rate=0.314, energy_eff=1.346, epsilon=0.10
Episode 1070/1500: avg_reward=-22014221.617, avg_energy=22014221.617, avg_D=0.054, hit_rate=0.293, energy_eff=1.611, epsilon=0.10
Episode 1080/1500: avg_reward=-19347021.332, avg_energy=19347021.332, avg_D=0.053, hit_rate=0.295, energy_eff=1.757, epsilon=0.10
Episode 1090/1500: avg_reward=-21987971.352, avg_energy=21987971.352, avg_D=0.053, hit_rate=0.304, energy_eff=1.571, epsilon=0.10
Episode 1100/1500: avg_reward=-30364182.254, avg_energy=30364182.254, avg_D=0.054, hit_rate=0.310, energy_eff=1.185, epsilon=0.10
Episode 1110/1500: avg_reward=-20038559.724, avg_energy=20038559.724, avg_D=0.054, hit_rate=0.329, energy_eff=1.869, epsilon=0.10
Episode 1120/1500: avg_reward=-20668800.750, avg_energy=20668800.750, avg_D=0.053, hit_rate=0.292, energy_eff=1.686, epsilon=0.10
Episode 1130/1500: avg_reward=-23421149.969, avg_energy=23421149.969, avg_D=0.052, hit_rate=0.332, energy_eff=1.664, epsilon=0.10
Episode 1140/1500: avg_reward=-22286630.350, avg_energy=22286630.350, avg_D=0.052, hit_rate=0.320, energy_eff=1.669, epsilon=0.10
Episode 1150/1500: avg_reward=-23244762.344, avg_energy=23244762.344, avg_D=0.052, hit_rate=0.327, energy_eff=1.706, epsilon=0.10
Episode 1160/1500: avg_reward=-22566403.177, avg_energy=22566403.177, avg_D=0.051, hit_rate=0.318, energy_eff=1.645, epsilon=0.10
Episode 1170/1500: avg_reward=-19544762.282, avg_energy=19544762.282, avg_D=0.051, hit_rate=0.312, energy_eff=1.815, epsilon=0.10
Episode 1180/1500: avg_reward=-19947841.579, avg_energy=19947841.579, avg_D=0.051, hit_rate=0.288, energy_eff=1.791, epsilon=0.10
Episode 1190/1500: avg_reward=-19343443.091, avg_energy=19343443.091, avg_D=0.051, hit_rate=0.310, energy_eff=1.797, epsilon=0.10
Episode 1200/1500: avg_reward=-20770755.407, avg_energy=20770755.407, avg_D=0.052, hit_rate=0.324, energy_eff=1.886, epsilon=0.10
Episode 1210/1500: avg_reward=-20245966.815, avg_energy=20245966.815, avg_D=0.051, hit_rate=0.320, energy_eff=1.731, epsilon=0.10
Episode 1220/1500: avg_reward=-21337998.000, avg_energy=21337998.000, avg_D=0.051, hit_rate=0.306, energy_eff=1.799, epsilon=0.10
Episode 1230/1500: avg_reward=-21628218.018, avg_energy=21628218.018, avg_D=0.052, hit_rate=0.334, energy_eff=1.683, epsilon=0.10
Episode 1240/1500: avg_reward=-22613467.631, avg_energy=22613467.631, avg_D=0.053, hit_rate=0.313, energy_eff=1.640, epsilon=0.10
Episode 1250/1500: avg_reward=-20251556.669, avg_energy=20251556.669, avg_D=0.048, hit_rate=0.259, energy_eff=1.684, epsilon=0.10
Episode 1260/1500: avg_reward=-22252460.767, avg_energy=22252460.767, avg_D=0.050, hit_rate=0.307, energy_eff=1.744, epsilon=0.10
Episode 1270/1500: avg_reward=-24805139.360, avg_energy=24805139.360, avg_D=0.049, hit_rate=0.247, energy_eff=1.473, epsilon=0.10
Episode 1280/1500: avg_reward=-24107315.915, avg_energy=24107315.915, avg_D=0.048, hit_rate=0.330, energy_eff=1.570, epsilon=0.10
Episode 1290/1500: avg_reward=-21940648.103, avg_energy=21940648.103, avg_D=0.046, hit_rate=0.319, energy_eff=1.668, epsilon=0.10
Episode 1300/1500: avg_reward=-24700527.301, avg_energy=24700527.301, avg_D=0.045, hit_rate=0.294, energy_eff=1.555, epsilon=0.10
Episode 1310/1500: avg_reward=-25035465.594, avg_energy=25035465.594, avg_D=0.046, hit_rate=0.295, energy_eff=1.539, epsilon=0.10
Episode 1320/1500: avg_reward=-20219053.363, avg_energy=20219053.363, avg_D=0.042, hit_rate=0.331, energy_eff=1.609, epsilon=0.10
Episode 1330/1500: avg_reward=-25630647.153, avg_energy=25630647.153, avg_D=0.044, hit_rate=0.368, energy_eff=1.439, epsilon=0.10
Episode 1340/1500: avg_reward=-21125564.719, avg_energy=21125564.719, avg_D=0.049, hit_rate=0.384, energy_eff=1.809, epsilon=0.10
Episode 1350/1500: avg_reward=-24216355.464, avg_energy=24216355.464, avg_D=0.050, hit_rate=0.403, energy_eff=1.520, epsilon=0.10
Episode 1360/1500: avg_reward=-21395051.147, avg_energy=21395051.147, avg_D=0.054, hit_rate=0.352, energy_eff=1.751, epsilon=0.10
Episode 1370/1500: avg_reward=-21368467.739, avg_energy=21368467.739, avg_D=0.054, hit_rate=0.259, energy_eff=1.631, epsilon=0.10
Episode 1380/1500: avg_reward=-24566938.793, avg_energy=24566938.793, avg_D=0.053, hit_rate=0.302, energy_eff=1.493, epsilon=0.10
Episode 1390/1500: avg_reward=-22257289.413, avg_energy=22257289.413, avg_D=0.054, hit_rate=0.266, energy_eff=1.605, epsilon=0.10
Episode 1400/1500: avg_reward=-19649621.819, avg_energy=19649621.819, avg_D=0.051, hit_rate=0.296, energy_eff=1.625, epsilon=0.10
Episode 1410/1500: avg_reward=-23509607.025, avg_energy=23509607.025, avg_D=0.052, hit_rate=0.299, energy_eff=1.465, epsilon=0.10
Episode 1420/1500: avg_reward=-21664281.525, avg_energy=21664281.525, avg_D=0.051, hit_rate=0.312, energy_eff=1.598, epsilon=0.10
Episode 1430/1500: avg_reward=-25058699.920, avg_energy=25058699.920, avg_D=0.052, hit_rate=0.293, energy_eff=1.458, epsilon=0.10
Episode 1440/1500: avg_reward=-22827793.653, avg_energy=22827793.653, avg_D=0.049, hit_rate=0.301, energy_eff=1.534, epsilon=0.10
Episode 1450/1500: avg_reward=-24531799.506, avg_energy=24531799.506, avg_D=0.051, hit_rate=0.337, energy_eff=1.471, epsilon=0.10
Episode 1460/1500: avg_reward=-21629620.715, avg_energy=21629620.715, avg_D=0.051, hit_rate=0.317, energy_eff=1.600, epsilon=0.10
Episode 1470/1500: avg_reward=-26208372.227, avg_energy=26208372.227, avg_D=0.052, hit_rate=0.322, energy_eff=1.378, epsilon=0.10
Episode 1480/1500: avg_reward=-24083986.732, avg_energy=24083986.732, avg_D=0.056, hit_rate=0.311, energy_eff=1.509, epsilon=0.10
Episode 1490/1500: avg_reward=-21176593.498, avg_energy=21176593.498, avg_D=0.052, hit_rate=0.324, energy_eff=1.674, epsilon=0.10
Episode 1500/1500: avg_reward=-24915786.990, avg_energy=24915786.990, avg_D=0.049, hit_rate=0.319, energy_eff=1.503, epsilon=0.10
Training completed under mode='full'.
Model saved to models/ddqn_Figure_4__Caching_capacity_9_M3_N8_F10_K3_Cc9_Cr5_lr0.001_modefull_20250414_122051.pth
Metrics saved to models/ddqn_Figure_4__Caching_capacity_9_M3_N8_F10_K3_Cc9_Cr5_lr0.001_modefull_20250414_122051_metrics.npz
