使用命令行指定的mode: random_all
=== Training Mode: random_all ===
Parameters: M=3, N=8, F=10, K=3, C_cache=9, C_rec=5, lr=0.001
Episode 1/1500: avg_reward=-42800652.463, avg_energy=42800652.463, avg_D=0.058, hit_rate=0.300, energy_eff=0.861, epsilon=0.99
Episode 340/1500: avg_reward=-43739492.122, avg_energy=43739492.122, avg_D=0.057, hit_rate=0.308, energy_eff=0.862, epsilon=0.10
Episode 350/1500: avg_reward=-43276920.737, avg_energy=43276920.737, avg_D=0.057, hit_rate=0.311, energy_eff=0.863, epsilon=0.10
Episode 360/1500: avg_reward=-42588648.589, avg_energy=42588648.589, avg_D=0.055, hit_rate=0.297, energy_eff=0.889, epsilon=0.10
Episode 370/1500: avg_reward=-39810056.457, avg_energy=39810056.457, avg_D=0.055, hit_rate=0.294, energy_eff=0.958, epsilon=0.10
Episode 380/1500: avg_reward=-43267595.038, avg_energy=43267595.038, avg_D=0.056, hit_rate=0.304, energy_eff=0.863, epsilon=0.10
Episode 390/1500: avg_reward=-41930056.515, avg_energy=41930056.515, avg_D=0.057, hit_rate=0.301, energy_eff=0.883, epsilon=0.10
Episode 400/1500: avg_reward=-42371461.651, avg_energy=42371461.651, avg_D=0.055, hit_rate=0.303, energy_eff=0.892, epsilon=0.10
Episode 410/1500: avg_reward=-41633104.549, avg_energy=41633104.549, avg_D=0.056, hit_rate=0.295, energy_eff=0.889, epsilon=0.10
Episode 420/1500: avg_reward=-42817298.978, avg_energy=42817298.978, avg_D=0.056, hit_rate=0.305, energy_eff=0.873, epsilon=0.10
Episode 430/1500: avg_reward=-42943820.027, avg_energy=42943820.027, avg_D=0.056, hit_rate=0.301, energy_eff=0.871, epsilon=0.10
Episode 440/1500: avg_reward=-42222350.551, avg_energy=42222350.551, avg_D=0.055, hit_rate=0.309, energy_eff=0.897, epsilon=0.10
Episode 450/1500: avg_reward=-43499965.140, avg_energy=43499965.140, avg_D=0.055, hit_rate=0.301, energy_eff=0.856, epsilon=0.10
Episode 460/1500: avg_reward=-40548265.736, avg_energy=40548265.736, avg_D=0.056, hit_rate=0.302, energy_eff=0.926, epsilon=0.10
Episode 470/1500: avg_reward=-42469318.683, avg_energy=42469318.683, avg_D=0.057, hit_rate=0.295, energy_eff=0.898, epsilon=0.10
Episode 480/1500: avg_reward=-42431925.628, avg_energy=42431925.628, avg_D=0.058, hit_rate=0.299, energy_eff=0.894, epsilon=0.10
Episode 490/1500: avg_reward=-43115579.595, avg_energy=43115579.595, avg_D=0.057, hit_rate=0.296, energy_eff=0.871, epsilon=0.10
Episode 500/1500: avg_reward=-44234433.758, avg_energy=44234433.758, avg_D=0.056, hit_rate=0.305, energy_eff=0.850, epsilon=0.10
Episode 510/1500: avg_reward=-43166378.135, avg_energy=43166378.135, avg_D=0.056, hit_rate=0.298, energy_eff=0.870, epsilon=0.10
Episode 520/1500: avg_reward=-43772952.326, avg_energy=43772952.326, avg_D=0.056, hit_rate=0.299, energy_eff=0.852, epsilon=0.10
Episode 530/1500: avg_reward=-44198107.515, avg_energy=44198107.515, avg_D=0.057, hit_rate=0.297, energy_eff=0.837, epsilon=0.10
Episode 540/1500: avg_reward=-41794463.104, avg_energy=41794463.104, avg_D=0.056, hit_rate=0.303, energy_eff=0.884, epsilon=0.10
Episode 550/1500: avg_reward=-43052520.908, avg_energy=43052520.908, avg_D=0.058, hit_rate=0.290, energy_eff=0.866, epsilon=0.10
Episode 560/1500: avg_reward=-42584586.332, avg_energy=42584586.332, avg_D=0.055, hit_rate=0.293, energy_eff=0.872, epsilon=0.10
Episode 570/1500: avg_reward=-41379289.840, avg_energy=41379289.840, avg_D=0.057, hit_rate=0.310, energy_eff=0.907, epsilon=0.10
Episode 580/1500: avg_reward=-43436245.693, avg_energy=43436245.693, avg_D=0.057, hit_rate=0.330, energy_eff=0.863, epsilon=0.10
Episode 590/1500: avg_reward=-43904964.931, avg_energy=43904964.931, avg_D=0.056, hit_rate=0.287, energy_eff=0.843, epsilon=0.10
Episode 600/1500: avg_reward=-42768468.875, avg_energy=42768468.875, avg_D=0.056, hit_rate=0.308, energy_eff=0.868, epsilon=0.10
Episode 610/1500: avg_reward=-41611416.289, avg_energy=41611416.289, avg_D=0.056, hit_rate=0.288, energy_eff=0.903, epsilon=0.10
Episode 620/1500: avg_reward=-43924824.776, avg_energy=43924824.776, avg_D=0.056, hit_rate=0.297, energy_eff=0.864, epsilon=0.10
Episode 630/1500: avg_reward=-44079703.014, avg_energy=44079703.014, avg_D=0.056, hit_rate=0.306, energy_eff=0.855, epsilon=0.10
Episode 640/1500: avg_reward=-41922232.352, avg_energy=41922232.352, avg_D=0.055, hit_rate=0.309, energy_eff=0.894, epsilon=0.10
Episode 650/1500: avg_reward=-44935942.940, avg_energy=44935942.940, avg_D=0.054, hit_rate=0.279, energy_eff=0.827, epsilon=0.10
Episode 660/1500: avg_reward=-44663492.707, avg_energy=44663492.707, avg_D=0.056, hit_rate=0.300, energy_eff=0.842, epsilon=0.10
Episode 670/1500: avg_reward=-43110945.788, avg_energy=43110945.788, avg_D=0.055, hit_rate=0.291, energy_eff=0.871, epsilon=0.10
Episode 680/1500: avg_reward=-41809466.637, avg_energy=41809466.637, avg_D=0.055, hit_rate=0.304, energy_eff=0.904, epsilon=0.10
Episode 690/1500: avg_reward=-41521184.885, avg_energy=41521184.885, avg_D=0.057, hit_rate=0.312, energy_eff=0.900, epsilon=0.10
Episode 700/1500: avg_reward=-41281043.795, avg_energy=41281043.795, avg_D=0.057, hit_rate=0.311, energy_eff=0.905, epsilon=0.10
Episode 710/1500: avg_reward=-43451991.007, avg_energy=43451991.007, avg_D=0.056, hit_rate=0.302, energy_eff=0.877, epsilon=0.10
Episode 720/1500: avg_reward=-43769791.636, avg_energy=43769791.636, avg_D=0.055, hit_rate=0.298, energy_eff=0.867, epsilon=0.10
Episode 730/1500: avg_reward=-40768016.162, avg_energy=40768016.162, avg_D=0.056, hit_rate=0.299, energy_eff=0.908, epsilon=0.10
Episode 740/1500: avg_reward=-43202746.683, avg_energy=43202746.683, avg_D=0.057, hit_rate=0.300, energy_eff=0.886, epsilon=0.10
Episode 750/1500: avg_reward=-42508721.625, avg_energy=42508721.625, avg_D=0.056, hit_rate=0.300, energy_eff=0.896, epsilon=0.10
Episode 760/1500: avg_reward=-42359443.240, avg_energy=42359443.240, avg_D=0.057, hit_rate=0.298, energy_eff=0.873, epsilon=0.10
Episode 770/1500: avg_reward=-40006589.840, avg_energy=40006589.840, avg_D=0.056, hit_rate=0.303, energy_eff=0.924, epsilon=0.10
Episode 780/1500: avg_reward=-43314108.054, avg_energy=43314108.054, avg_D=0.056, hit_rate=0.313, energy_eff=0.856, epsilon=0.10
Episode 790/1500: avg_reward=-44543704.226, avg_energy=44543704.226, avg_D=0.056, hit_rate=0.288, energy_eff=0.847, epsilon=0.10
Episode 800/1500: avg_reward=-42821647.083, avg_energy=42821647.083, avg_D=0.058, hit_rate=0.308, energy_eff=0.886, epsilon=0.10
Episode 810/1500: avg_reward=-42526802.388, avg_energy=42526802.388, avg_D=0.055, hit_rate=0.308, energy_eff=0.874, epsilon=0.10
Episode 820/1500: avg_reward=-43602191.205, avg_energy=43602191.205, avg_D=0.054, hit_rate=0.289, energy_eff=0.861, epsilon=0.10
Episode 830/1500: avg_reward=-40449135.747, avg_energy=40449135.747, avg_D=0.056, hit_rate=0.316, energy_eff=0.912, epsilon=0.10
Episode 840/1500: avg_reward=-42948742.796, avg_energy=42948742.796, avg_D=0.056, hit_rate=0.304, energy_eff=0.873, epsilon=0.10
Episode 850/1500: avg_reward=-44302425.919, avg_energy=44302425.919, avg_D=0.053, hit_rate=0.292, energy_eff=0.843, epsilon=0.10
Episode 860/1500: avg_reward=-43459365.877, avg_energy=43459365.877, avg_D=0.056, hit_rate=0.300, energy_eff=0.861, epsilon=0.10
Episode 870/1500: avg_reward=-42380494.416, avg_energy=42380494.416, avg_D=0.057, hit_rate=0.304, energy_eff=0.888, epsilon=0.10
Episode 880/1500: avg_reward=-43269553.448, avg_energy=43269553.448, avg_D=0.056, hit_rate=0.302, energy_eff=0.865, epsilon=0.10
Episode 890/1500: avg_reward=-42058363.977, avg_energy=42058363.977, avg_D=0.056, hit_rate=0.301, energy_eff=0.907, epsilon=0.10
Episode 900/1500: avg_reward=-42251437.300, avg_energy=42251437.300, avg_D=0.057, hit_rate=0.303, energy_eff=0.876, epsilon=0.10
Episode 910/1500: avg_reward=-41411621.667, avg_energy=41411621.667, avg_D=0.057, hit_rate=0.311, energy_eff=0.908, epsilon=0.10
Episode 920/1500: avg_reward=-43169376.452, avg_energy=43169376.452, avg_D=0.058, hit_rate=0.301, energy_eff=0.876, epsilon=0.10
Episode 930/1500: avg_reward=-42583507.224, avg_energy=42583507.224, avg_D=0.056, hit_rate=0.308, energy_eff=0.891, epsilon=0.10
Episode 940/1500: avg_reward=-43375088.845, avg_energy=43375088.845, avg_D=0.056, hit_rate=0.310, energy_eff=0.874, epsilon=0.10
Episode 950/1500: avg_reward=-41371239.524, avg_energy=41371239.524, avg_D=0.055, hit_rate=0.313, energy_eff=0.906, epsilon=0.10
Episode 960/1500: avg_reward=-43202270.828, avg_energy=43202270.828, avg_D=0.056, hit_rate=0.309, energy_eff=0.866, epsilon=0.10
Episode 970/1500: avg_reward=-43600907.295, avg_energy=43600907.295, avg_D=0.057, hit_rate=0.304, energy_eff=0.859, epsilon=0.10
Episode 980/1500: avg_reward=-44161702.427, avg_energy=44161702.427, avg_D=0.057, hit_rate=0.304, energy_eff=0.857, epsilon=0.10
Episode 990/1500: avg_reward=-42340240.017, avg_energy=42340240.017, avg_D=0.057, hit_rate=0.302, energy_eff=0.900, epsilon=0.10
Episode 1000/1500: avg_reward=-44901825.675, avg_energy=44901825.675, avg_D=0.057, hit_rate=0.311, energy_eff=0.849, epsilon=0.10
Episode 1010/1500: avg_reward=-42410106.271, avg_energy=42410106.271, avg_D=0.056, hit_rate=0.313, energy_eff=0.883, epsilon=0.10
Episode 1020/1500: avg_reward=-41685176.302, avg_energy=41685176.302, avg_D=0.055, hit_rate=0.301, energy_eff=0.894, epsilon=0.10
Episode 1030/1500: avg_reward=-43675144.578, avg_energy=43675144.578, avg_D=0.057, hit_rate=0.293, energy_eff=0.868, epsilon=0.10
Episode 1040/1500: avg_reward=-43053111.047, avg_energy=43053111.047, avg_D=0.054, hit_rate=0.288, energy_eff=0.866, epsilon=0.10
Episode 1050/1500: avg_reward=-43450783.964, avg_energy=43450783.964, avg_D=0.056, hit_rate=0.298, energy_eff=0.864, epsilon=0.10
Episode 1060/1500: avg_reward=-42999200.102, avg_energy=42999200.102, avg_D=0.055, hit_rate=0.298, energy_eff=0.872, epsilon=0.10
Episode 1070/1500: avg_reward=-45220550.249, avg_energy=45220550.249, avg_D=0.055, hit_rate=0.299, energy_eff=0.817, epsilon=0.10
Episode 1080/1500: avg_reward=-43474804.653, avg_energy=43474804.653, avg_D=0.057, hit_rate=0.282, energy_eff=0.870, epsilon=0.10
Episode 1090/1500: avg_reward=-42829462.274, avg_energy=42829462.274, avg_D=0.056, hit_rate=0.303, energy_eff=0.877, epsilon=0.10
Episode 1100/1500: avg_reward=-43974491.930, avg_energy=43974491.930, avg_D=0.055, hit_rate=0.304, energy_eff=0.850, epsilon=0.10
Episode 1110/1500: avg_reward=-43180186.001, avg_energy=43180186.001, avg_D=0.056, hit_rate=0.312, energy_eff=0.871, epsilon=0.10
Episode 1120/1500: avg_reward=-42747012.218, avg_energy=42747012.218, avg_D=0.057, hit_rate=0.300, energy_eff=0.884, epsilon=0.10
Episode 1130/1500: avg_reward=-43384706.791, avg_energy=43384706.791, avg_D=0.056, hit_rate=0.287, energy_eff=0.860, epsilon=0.10
Episode 1140/1500: avg_reward=-41731068.640, avg_energy=41731068.640, avg_D=0.056, hit_rate=0.311, energy_eff=0.891, epsilon=0.10
Episode 1150/1500: avg_reward=-43225560.009, avg_energy=43225560.009, avg_D=0.056, hit_rate=0.293, energy_eff=0.892, epsilon=0.10
Episode 1160/1500: avg_reward=-42856925.905, avg_energy=42856925.905, avg_D=0.056, hit_rate=0.299, energy_eff=0.874, epsilon=0.10
Episode 1170/1500: avg_reward=-40728227.551, avg_energy=40728227.551, avg_D=0.056, hit_rate=0.302, energy_eff=0.921, epsilon=0.10
Episode 1180/1500: avg_reward=-41781041.812, avg_energy=41781041.812, avg_D=0.055, hit_rate=0.301, energy_eff=0.875, epsilon=0.10
Episode 1190/1500: avg_reward=-43079455.359, avg_energy=43079455.359, avg_D=0.055, hit_rate=0.298, energy_eff=0.883, epsilon=0.10
Episode 1200/1500: avg_reward=-42760873.152, avg_energy=42760873.152, avg_D=0.056, hit_rate=0.312, energy_eff=0.886, epsilon=0.10
Episode 1210/1500: avg_reward=-43870398.824, avg_energy=43870398.824, avg_D=0.056, hit_rate=0.301, energy_eff=0.871, epsilon=0.10
Episode 1220/1500: avg_reward=-42739106.203, avg_energy=42739106.203, avg_D=0.056, hit_rate=0.291, energy_eff=0.879, epsilon=0.10
Episode 1230/1500: avg_reward=-42856496.104, avg_energy=42856496.104, avg_D=0.056, hit_rate=0.309, energy_eff=0.878, epsilon=0.10
Episode 1240/1500: avg_reward=-42350098.370, avg_energy=42350098.370, avg_D=0.057, hit_rate=0.303, energy_eff=0.888, epsilon=0.10
Episode 1250/1500: avg_reward=-41826616.358, avg_energy=41826616.358, avg_D=0.056, hit_rate=0.325, energy_eff=0.896, epsilon=0.10
Episode 1260/1500: avg_reward=-41646433.773, avg_energy=41646433.773, avg_D=0.056, hit_rate=0.305, energy_eff=0.907, epsilon=0.10
Episode 1270/1500: avg_reward=-44254207.779, avg_energy=44254207.779, avg_D=0.056, hit_rate=0.299, energy_eff=0.853, epsilon=0.10
Episode 1280/1500: avg_reward=-40506526.004, avg_energy=40506526.004, avg_D=0.056, hit_rate=0.296, energy_eff=0.907, epsilon=0.10
Episode 1290/1500: avg_reward=-44534599.685, avg_energy=44534599.685, avg_D=0.057, hit_rate=0.295, energy_eff=0.859, epsilon=0.10
Episode 1300/1500: avg_reward=-42002040.287, avg_energy=42002040.287, avg_D=0.054, hit_rate=0.299, energy_eff=0.907, epsilon=0.10
Episode 1310/1500: avg_reward=-41327318.969, avg_energy=41327318.969, avg_D=0.057, hit_rate=0.299, energy_eff=0.900, epsilon=0.10
Episode 1320/1500: avg_reward=-43435462.435, avg_energy=43435462.435, avg_D=0.056, hit_rate=0.299, energy_eff=0.856, epsilon=0.10
Episode 1330/1500: avg_reward=-43098079.212, avg_energy=43098079.212, avg_D=0.056, hit_rate=0.305, energy_eff=0.870, epsilon=0.10
Episode 1340/1500: avg_reward=-41145274.161, avg_energy=41145274.161, avg_D=0.057, hit_rate=0.307, energy_eff=0.910, epsilon=0.10
Episode 1350/1500: avg_reward=-43426996.793, avg_energy=43426996.793, avg_D=0.056, hit_rate=0.296, energy_eff=0.871, epsilon=0.10
Episode 1360/1500: avg_reward=-41444928.763, avg_energy=41444928.763, avg_D=0.057, hit_rate=0.307, energy_eff=0.899, epsilon=0.10
Episode 1370/1500: avg_reward=-41658963.175, avg_energy=41658963.175, avg_D=0.056, hit_rate=0.285, energy_eff=0.910, epsilon=0.10
Episode 1380/1500: avg_reward=-44508215.069, avg_energy=44508215.069, avg_D=0.057, hit_rate=0.294, energy_eff=0.862, epsilon=0.10
Episode 1390/1500: avg_reward=-43175206.167, avg_energy=43175206.167, avg_D=0.056, hit_rate=0.312, energy_eff=0.871, epsilon=0.10
Episode 1400/1500: avg_reward=-45691548.866, avg_energy=45691548.866, avg_D=0.056, hit_rate=0.310, energy_eff=0.831, epsilon=0.10
Episode 1410/1500: avg_reward=-43388047.736, avg_energy=43388047.736, avg_D=0.056, hit_rate=0.294, energy_eff=0.862, epsilon=0.10
Episode 1420/1500: avg_reward=-41610287.044, avg_energy=41610287.044, avg_D=0.054, hit_rate=0.298, energy_eff=0.894, epsilon=0.10
Episode 1430/1500: avg_reward=-43332782.111, avg_energy=43332782.111, avg_D=0.057, hit_rate=0.313, energy_eff=0.881, epsilon=0.10
Episode 1440/1500: avg_reward=-40007567.308, avg_energy=40007567.308, avg_D=0.056, hit_rate=0.297, energy_eff=0.942, epsilon=0.10
Episode 1450/1500: avg_reward=-43254051.150, avg_energy=43254051.150, avg_D=0.057, hit_rate=0.310, energy_eff=0.856, epsilon=0.10
Episode 1460/1500: avg_reward=-41905220.715, avg_energy=41905220.715, avg_D=0.055, hit_rate=0.286, energy_eff=0.890, epsilon=0.10
Episode 1470/1500: avg_reward=-44083574.104, avg_energy=44083574.104, avg_D=0.056, hit_rate=0.296, energy_eff=0.872, epsilon=0.10
Episode 1480/1500: avg_reward=-43601906.673, avg_energy=43601906.673, avg_D=0.055, hit_rate=0.306, energy_eff=0.871, epsilon=0.10
Episode 1490/1500: avg_reward=-42485576.163, avg_energy=42485576.163, avg_D=0.057, hit_rate=0.300, energy_eff=0.882, epsilon=0.10
Episode 1500/1500: avg_reward=-41413686.068, avg_energy=41413686.068, avg_D=0.056, hit_rate=0.298, energy_eff=0.909, epsilon=0.10
Training completed under mode='random_all'.
Model saved to models/ddqn_Figure_4__Caching_capacity_9_M3_N8_F10_K3_Cc9_Cr5_lr0.001_moderandom_all_20250414_123056.pth
Metrics saved to models/ddqn_Figure_4__Caching_capacity_9_M3_N8_F10_K3_Cc9_Cr5_lr0.001_moderandom_all_20250414_123056_metrics.npz
