使用命令行指定的mode: random_all
=== Training Mode: random_all ===
Parameters: M=3, N=8, F=10, K=3, C_cache=8, C_rec=5, lr=0.001
Episode 1/1500: avg_reward=-42694800.349, avg_energy=42694800.349, avg_D=0.057, hit_rate=0.280, energy_eff=0.890, epsilon=0.99
Episode 300/1500: avg_reward=-41901597.375, avg_energy=41901597.375, avg_D=0.056, hit_rate=0.271, energy_eff=0.890, epsilon=0.10
Episode 310/1500: avg_reward=-41263704.370, avg_energy=41263704.370, avg_D=0.057, hit_rate=0.273, energy_eff=0.916, epsilon=0.10
Episode 320/1500: avg_reward=-41850234.849, avg_energy=41850234.849, avg_D=0.057, hit_rate=0.266, energy_eff=0.895, epsilon=0.10
Episode 330/1500: avg_reward=-42331498.262, avg_energy=42331498.262, avg_D=0.058, hit_rate=0.261, energy_eff=0.894, epsilon=0.10
Episode 340/1500: avg_reward=-41179991.717, avg_energy=41179991.717, avg_D=0.056, hit_rate=0.264, energy_eff=0.916, epsilon=0.10
Episode 350/1500: avg_reward=-40376755.352, avg_energy=40376755.352, avg_D=0.056, hit_rate=0.269, energy_eff=0.914, epsilon=0.10
Episode 360/1500: avg_reward=-42001748.531, avg_energy=42001748.531, avg_D=0.055, hit_rate=0.268, energy_eff=0.908, epsilon=0.10
Episode 370/1500: avg_reward=-39379197.660, avg_energy=39379197.660, avg_D=0.054, hit_rate=0.275, energy_eff=0.953, epsilon=0.10
Episode 380/1500: avg_reward=-42326188.003, avg_energy=42326188.003, avg_D=0.056, hit_rate=0.282, energy_eff=0.899, epsilon=0.10
Episode 390/1500: avg_reward=-41152250.689, avg_energy=41152250.689, avg_D=0.057, hit_rate=0.280, energy_eff=0.913, epsilon=0.10
Episode 400/1500: avg_reward=-41602601.873, avg_energy=41602601.873, avg_D=0.054, hit_rate=0.257, energy_eff=0.909, epsilon=0.10
Episode 410/1500: avg_reward=-42102328.293, avg_energy=42102328.293, avg_D=0.057, hit_rate=0.254, energy_eff=0.900, epsilon=0.10
Episode 420/1500: avg_reward=-40933849.532, avg_energy=40933849.532, avg_D=0.057, hit_rate=0.262, energy_eff=0.930, epsilon=0.10
Episode 430/1500: avg_reward=-44622709.380, avg_energy=44622709.380, avg_D=0.057, hit_rate=0.265, energy_eff=0.869, epsilon=0.10
Episode 440/1500: avg_reward=-41046967.308, avg_energy=41046967.308, avg_D=0.055, hit_rate=0.280, energy_eff=0.922, epsilon=0.10
Episode 450/1500: avg_reward=-41720850.005, avg_energy=41720850.005, avg_D=0.057, hit_rate=0.256, energy_eff=0.905, epsilon=0.10
Episode 460/1500: avg_reward=-38722390.182, avg_energy=38722390.182, avg_D=0.055, hit_rate=0.259, energy_eff=0.967, epsilon=0.10
Episode 470/1500: avg_reward=-40581345.450, avg_energy=40581345.450, avg_D=0.057, hit_rate=0.264, energy_eff=0.915, epsilon=0.10
Episode 480/1500: avg_reward=-41010108.799, avg_energy=41010108.799, avg_D=0.057, hit_rate=0.263, energy_eff=0.917, epsilon=0.10
Episode 490/1500: avg_reward=-41760339.691, avg_energy=41760339.691, avg_D=0.058, hit_rate=0.274, energy_eff=0.894, epsilon=0.10
Episode 500/1500: avg_reward=-41093607.822, avg_energy=41093607.822, avg_D=0.056, hit_rate=0.257, energy_eff=0.900, epsilon=0.10
Episode 510/1500: avg_reward=-40744577.366, avg_energy=40744577.366, avg_D=0.056, hit_rate=0.256, energy_eff=0.914, epsilon=0.10
Episode 520/1500: avg_reward=-42223570.491, avg_energy=42223570.491, avg_D=0.057, hit_rate=0.256, energy_eff=0.906, epsilon=0.10
Episode 530/1500: avg_reward=-43681558.209, avg_energy=43681558.209, avg_D=0.056, hit_rate=0.283, energy_eff=0.869, epsilon=0.10
Episode 540/1500: avg_reward=-40246906.965, avg_energy=40246906.965, avg_D=0.055, hit_rate=0.278, energy_eff=0.933, epsilon=0.10
Episode 550/1500: avg_reward=-41596530.846, avg_energy=41596530.846, avg_D=0.057, hit_rate=0.264, energy_eff=0.909, epsilon=0.10
Episode 560/1500: avg_reward=-41115222.849, avg_energy=41115222.849, avg_D=0.055, hit_rate=0.262, energy_eff=0.905, epsilon=0.10
Episode 570/1500: avg_reward=-41011281.425, avg_energy=41011281.425, avg_D=0.056, hit_rate=0.268, energy_eff=0.923, epsilon=0.10
Episode 580/1500: avg_reward=-41771901.341, avg_energy=41771901.341, avg_D=0.053, hit_rate=0.262, energy_eff=0.892, epsilon=0.10
Episode 590/1500: avg_reward=-41620709.965, avg_energy=41620709.965, avg_D=0.056, hit_rate=0.276, energy_eff=0.905, epsilon=0.10
Episode 600/1500: avg_reward=-42313511.614, avg_energy=42313511.614, avg_D=0.054, hit_rate=0.274, energy_eff=0.883, epsilon=0.10
Episode 610/1500: avg_reward=-40250650.680, avg_energy=40250650.680, avg_D=0.056, hit_rate=0.267, energy_eff=0.941, epsilon=0.10
Episode 620/1500: avg_reward=-42937057.537, avg_energy=42937057.537, avg_D=0.055, hit_rate=0.261, energy_eff=0.878, epsilon=0.10
Episode 630/1500: avg_reward=-42831892.948, avg_energy=42831892.948, avg_D=0.056, hit_rate=0.275, energy_eff=0.883, epsilon=0.10
Episode 640/1500: avg_reward=-40012370.410, avg_energy=40012370.410, avg_D=0.055, hit_rate=0.271, energy_eff=0.935, epsilon=0.10
Episode 650/1500: avg_reward=-42659794.444, avg_energy=42659794.444, avg_D=0.056, hit_rate=0.274, energy_eff=0.874, epsilon=0.10
Episode 660/1500: avg_reward=-43560656.653, avg_energy=43560656.653, avg_D=0.055, hit_rate=0.263, energy_eff=0.867, epsilon=0.10
Episode 670/1500: avg_reward=-41698448.437, avg_energy=41698448.437, avg_D=0.055, hit_rate=0.256, energy_eff=0.893, epsilon=0.10
Episode 680/1500: avg_reward=-39935302.825, avg_energy=39935302.825, avg_D=0.055, hit_rate=0.261, energy_eff=0.935, epsilon=0.10
Episode 690/1500: avg_reward=-40588631.750, avg_energy=40588631.750, avg_D=0.055, hit_rate=0.250, energy_eff=0.931, epsilon=0.10
Episode 700/1500: avg_reward=-40216735.664, avg_energy=40216735.664, avg_D=0.056, hit_rate=0.265, energy_eff=0.926, epsilon=0.10
Episode 710/1500: avg_reward=-40401015.396, avg_energy=40401015.396, avg_D=0.055, hit_rate=0.262, energy_eff=0.919, epsilon=0.10
Episode 720/1500: avg_reward=-41359475.595, avg_energy=41359475.595, avg_D=0.055, hit_rate=0.273, energy_eff=0.915, epsilon=0.10
Episode 730/1500: avg_reward=-41333777.413, avg_energy=41333777.413, avg_D=0.055, hit_rate=0.271, energy_eff=0.907, epsilon=0.10
Episode 740/1500: avg_reward=-42198273.136, avg_energy=42198273.136, avg_D=0.057, hit_rate=0.266, energy_eff=0.889, epsilon=0.10
Episode 750/1500: avg_reward=-39771879.545, avg_energy=39771879.545, avg_D=0.057, hit_rate=0.270, energy_eff=0.936, epsilon=0.10
Episode 760/1500: avg_reward=-41520762.717, avg_energy=41520762.717, avg_D=0.057, hit_rate=0.262, energy_eff=0.910, epsilon=0.10
Episode 770/1500: avg_reward=-41289382.193, avg_energy=41289382.193, avg_D=0.058, hit_rate=0.269, energy_eff=0.916, epsilon=0.10
Episode 780/1500: avg_reward=-41576289.165, avg_energy=41576289.165, avg_D=0.056, hit_rate=0.259, energy_eff=0.901, epsilon=0.10
Episode 790/1500: avg_reward=-41510026.686, avg_energy=41510026.686, avg_D=0.055, hit_rate=0.272, energy_eff=0.900, epsilon=0.10
Episode 800/1500: avg_reward=-42906214.078, avg_energy=42906214.078, avg_D=0.057, hit_rate=0.274, energy_eff=0.887, epsilon=0.10
Episode 810/1500: avg_reward=-40105382.569, avg_energy=40105382.569, avg_D=0.056, hit_rate=0.273, energy_eff=0.946, epsilon=0.10
Episode 820/1500: avg_reward=-42877725.123, avg_energy=42877725.123, avg_D=0.053, hit_rate=0.270, energy_eff=0.876, epsilon=0.10
Episode 830/1500: avg_reward=-41927144.741, avg_energy=41927144.741, avg_D=0.055, hit_rate=0.260, energy_eff=0.904, epsilon=0.10
Episode 840/1500: avg_reward=-39982376.723, avg_energy=39982376.723, avg_D=0.057, hit_rate=0.268, energy_eff=0.945, epsilon=0.10
Episode 850/1500: avg_reward=-43643976.233, avg_energy=43643976.233, avg_D=0.054, hit_rate=0.269, energy_eff=0.853, epsilon=0.10
Episode 860/1500: avg_reward=-42168066.227, avg_energy=42168066.227, avg_D=0.057, hit_rate=0.283, energy_eff=0.900, epsilon=0.10
Episode 870/1500: avg_reward=-41760813.883, avg_energy=41760813.883, avg_D=0.055, hit_rate=0.257, energy_eff=0.883, epsilon=0.10
Episode 880/1500: avg_reward=-42930909.910, avg_energy=42930909.910, avg_D=0.057, hit_rate=0.265, energy_eff=0.886, epsilon=0.10
Episode 890/1500: avg_reward=-41552390.020, avg_energy=41552390.020, avg_D=0.056, hit_rate=0.275, energy_eff=0.896, epsilon=0.10
Episode 900/1500: avg_reward=-41689840.527, avg_energy=41689840.527, avg_D=0.056, hit_rate=0.277, energy_eff=0.916, epsilon=0.10
Episode 910/1500: avg_reward=-40220338.230, avg_energy=40220338.230, avg_D=0.058, hit_rate=0.264, energy_eff=0.928, epsilon=0.10
Episode 920/1500: avg_reward=-40889681.170, avg_energy=40889681.170, avg_D=0.057, hit_rate=0.260, energy_eff=0.912, epsilon=0.10
Episode 930/1500: avg_reward=-42398258.938, avg_energy=42398258.938, avg_D=0.056, hit_rate=0.272, energy_eff=0.883, epsilon=0.10
Episode 940/1500: avg_reward=-42375694.214, avg_energy=42375694.214, avg_D=0.056, hit_rate=0.271, energy_eff=0.885, epsilon=0.10
Episode 950/1500: avg_reward=-40581624.440, avg_energy=40581624.440, avg_D=0.057, hit_rate=0.252, energy_eff=0.940, epsilon=0.10
Episode 960/1500: avg_reward=-41370426.559, avg_energy=41370426.559, avg_D=0.057, hit_rate=0.276, energy_eff=0.915, epsilon=0.10
Episode 970/1500: avg_reward=-41975687.049, avg_energy=41975687.049, avg_D=0.057, hit_rate=0.278, energy_eff=0.893, epsilon=0.10
Episode 980/1500: avg_reward=-40638705.962, avg_energy=40638705.962, avg_D=0.057, hit_rate=0.273, energy_eff=0.918, epsilon=0.10
Episode 990/1500: avg_reward=-42241420.656, avg_energy=42241420.656, avg_D=0.055, hit_rate=0.263, energy_eff=0.895, epsilon=0.10
Episode 1000/1500: avg_reward=-43277788.607, avg_energy=43277788.607, avg_D=0.057, hit_rate=0.265, energy_eff=0.871, epsilon=0.10
Episode 1010/1500: avg_reward=-42549834.904, avg_energy=42549834.904, avg_D=0.057, hit_rate=0.247, energy_eff=0.894, epsilon=0.10
Episode 1020/1500: avg_reward=-42542681.435, avg_energy=42542681.435, avg_D=0.056, hit_rate=0.279, energy_eff=0.891, epsilon=0.10
Episode 1030/1500: avg_reward=-41766027.420, avg_energy=41766027.420, avg_D=0.054, hit_rate=0.260, energy_eff=0.889, epsilon=0.10
Episode 1040/1500: avg_reward=-41091936.790, avg_energy=41091936.790, avg_D=0.055, hit_rate=0.271, energy_eff=0.903, epsilon=0.10
Episode 1050/1500: avg_reward=-39499939.635, avg_energy=39499939.635, avg_D=0.056, hit_rate=0.267, energy_eff=0.935, epsilon=0.10
Episode 1060/1500: avg_reward=-42452073.162, avg_energy=42452073.162, avg_D=0.057, hit_rate=0.289, energy_eff=0.885, epsilon=0.10
Episode 1070/1500: avg_reward=-42378130.157, avg_energy=42378130.157, avg_D=0.055, hit_rate=0.267, energy_eff=0.889, epsilon=0.10
Episode 1080/1500: avg_reward=-43299544.494, avg_energy=43299544.494, avg_D=0.056, hit_rate=0.258, energy_eff=0.869, epsilon=0.10
Episode 1090/1500: avg_reward=-43296153.313, avg_energy=43296153.313, avg_D=0.056, hit_rate=0.265, energy_eff=0.886, epsilon=0.10
Episode 1100/1500: avg_reward=-41513962.645, avg_energy=41513962.645, avg_D=0.055, hit_rate=0.258, energy_eff=0.911, epsilon=0.10
Episode 1110/1500: avg_reward=-40179300.863, avg_energy=40179300.863, avg_D=0.057, hit_rate=0.268, energy_eff=0.936, epsilon=0.10
Episode 1120/1500: avg_reward=-41969653.210, avg_energy=41969653.210, avg_D=0.057, hit_rate=0.271, energy_eff=0.900, epsilon=0.10
Episode 1130/1500: avg_reward=-42995867.085, avg_energy=42995867.085, avg_D=0.057, hit_rate=0.264, energy_eff=0.873, epsilon=0.10
Episode 1140/1500: avg_reward=-40067995.002, avg_energy=40067995.002, avg_D=0.056, hit_rate=0.267, energy_eff=0.931, epsilon=0.10
Episode 1150/1500: avg_reward=-40713949.997, avg_energy=40713949.997, avg_D=0.056, hit_rate=0.257, energy_eff=0.924, epsilon=0.10
Episode 1160/1500: avg_reward=-42179903.748, avg_energy=42179903.748, avg_D=0.055, hit_rate=0.269, energy_eff=0.880, epsilon=0.10
Episode 1170/1500: avg_reward=-39656699.349, avg_energy=39656699.349, avg_D=0.056, hit_rate=0.272, energy_eff=0.937, epsilon=0.10
Episode 1180/1500: avg_reward=-41392102.375, avg_energy=41392102.375, avg_D=0.056, hit_rate=0.273, energy_eff=0.908, epsilon=0.10
Episode 1190/1500: avg_reward=-41150117.687, avg_energy=41150117.687, avg_D=0.056, hit_rate=0.276, energy_eff=0.923, epsilon=0.10
Episode 1200/1500: avg_reward=-42538324.134, avg_energy=42538324.134, avg_D=0.057, hit_rate=0.277, energy_eff=0.903, epsilon=0.10
Episode 1210/1500: avg_reward=-41703022.742, avg_energy=41703022.742, avg_D=0.056, hit_rate=0.263, energy_eff=0.907, epsilon=0.10
Episode 1220/1500: avg_reward=-42177090.892, avg_energy=42177090.892, avg_D=0.058, hit_rate=0.269, energy_eff=0.896, epsilon=0.10
Episode 1230/1500: avg_reward=-42808185.079, avg_energy=42808185.079, avg_D=0.054, hit_rate=0.256, energy_eff=0.871, epsilon=0.10
Episode 1240/1500: avg_reward=-41741598.077, avg_energy=41741598.077, avg_D=0.056, hit_rate=0.263, energy_eff=0.898, epsilon=0.10
Episode 1250/1500: avg_reward=-41740419.680, avg_energy=41740419.680, avg_D=0.056, hit_rate=0.266, energy_eff=0.893, epsilon=0.10
Episode 1260/1500: avg_reward=-40475584.543, avg_energy=40475584.543, avg_D=0.055, hit_rate=0.254, energy_eff=0.927, epsilon=0.10
Episode 1270/1500: avg_reward=-41528434.238, avg_energy=41528434.238, avg_D=0.054, hit_rate=0.261, energy_eff=0.896, epsilon=0.10
Episode 1280/1500: avg_reward=-41420474.589, avg_energy=41420474.589, avg_D=0.056, hit_rate=0.264, energy_eff=0.895, epsilon=0.10
Episode 1290/1500: avg_reward=-40975207.020, avg_energy=40975207.020, avg_D=0.055, hit_rate=0.263, energy_eff=0.914, epsilon=0.10
Episode 1300/1500: avg_reward=-38998936.591, avg_energy=38998936.591, avg_D=0.054, hit_rate=0.277, energy_eff=0.969, epsilon=0.10
Episode 1310/1500: avg_reward=-40283243.850, avg_energy=40283243.850, avg_D=0.056, hit_rate=0.270, energy_eff=0.923, epsilon=0.10
Episode 1320/1500: avg_reward=-42670724.135, avg_energy=42670724.135, avg_D=0.056, hit_rate=0.275, energy_eff=0.886, epsilon=0.10
Episode 1330/1500: avg_reward=-42582105.647, avg_energy=42582105.647, avg_D=0.056, hit_rate=0.268, energy_eff=0.904, epsilon=0.10
Episode 1340/1500: avg_reward=-40564597.375, avg_energy=40564597.375, avg_D=0.058, hit_rate=0.275, energy_eff=0.924, epsilon=0.10
Episode 1350/1500: avg_reward=-41304614.589, avg_energy=41304614.589, avg_D=0.056, hit_rate=0.277, energy_eff=0.910, epsilon=0.10
Episode 1360/1500: avg_reward=-39676734.349, avg_energy=39676734.349, avg_D=0.057, hit_rate=0.269, energy_eff=0.954, epsilon=0.10
Episode 1370/1500: avg_reward=-40317346.888, avg_energy=40317346.888, avg_D=0.057, hit_rate=0.267, energy_eff=0.938, epsilon=0.10
Episode 1380/1500: avg_reward=-40325523.315, avg_energy=40325523.315, avg_D=0.057, hit_rate=0.273, energy_eff=0.937, epsilon=0.10
Episode 1390/1500: avg_reward=-40807100.249, avg_energy=40807100.249, avg_D=0.056, hit_rate=0.258, energy_eff=0.910, epsilon=0.10
Episode 1400/1500: avg_reward=-42359655.590, avg_energy=42359655.590, avg_D=0.055, hit_rate=0.263, energy_eff=0.894, epsilon=0.10
Episode 1410/1500: avg_reward=-43111911.695, avg_energy=43111911.695, avg_D=0.056, hit_rate=0.268, energy_eff=0.864, epsilon=0.10
Episode 1420/1500: avg_reward=-40363767.193, avg_energy=40363767.193, avg_D=0.055, hit_rate=0.260, energy_eff=0.920, epsilon=0.10
Episode 1430/1500: avg_reward=-43165370.762, avg_energy=43165370.762, avg_D=0.055, hit_rate=0.275, energy_eff=0.875, epsilon=0.10
Episode 1440/1500: avg_reward=-40329273.847, avg_energy=40329273.847, avg_D=0.053, hit_rate=0.257, energy_eff=0.943, epsilon=0.10
Episode 1450/1500: avg_reward=-43347860.213, avg_energy=43347860.213, avg_D=0.057, hit_rate=0.262, energy_eff=0.859, epsilon=0.10
Episode 1460/1500: avg_reward=-40469607.872, avg_energy=40469607.872, avg_D=0.055, hit_rate=0.245, energy_eff=0.925, epsilon=0.10
Episode 1470/1500: avg_reward=-41207136.284, avg_energy=41207136.284, avg_D=0.054, hit_rate=0.275, energy_eff=0.896, epsilon=0.10
Episode 1480/1500: avg_reward=-41391152.436, avg_energy=41391152.436, avg_D=0.057, hit_rate=0.266, energy_eff=0.907, epsilon=0.10
Episode 1490/1500: avg_reward=-42159912.564, avg_energy=42159912.564, avg_D=0.057, hit_rate=0.266, energy_eff=0.879, epsilon=0.10
Episode 1500/1500: avg_reward=-41039832.095, avg_energy=41039832.095, avg_D=0.056, hit_rate=0.258, energy_eff=0.915, epsilon=0.10
Training completed under mode='random_all'.
Model saved to models/ddqn_Figure_4__Caching_capacity_8_M3_N8_F10_K3_Cc8_Cr5_lr0.001_moderandom_all_20250414_121054.pth
Metrics saved to models/ddqn_Figure_4__Caching_capacity_8_M3_N8_F10_K3_Cc8_Cr5_lr0.001_moderandom_all_20250414_121054_metrics.npz
